心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
None,None,None,None,None,2025-07-12 10:34:04.083085
76.63,-3,0,-1,0,2025-07-12 10:34:05.191295
83.33,1,0,-3,1,2025-07-12 10:34:06.244125
83.22,2,0,1,0,2025-07-12 10:34:07.291047
81.19,2,0,1,0,2025-07-12 10:34:08.374223
66.08,2,0,1,0,2025-07-12 10:34:09.421975
None,2,0,1,0,2025-07-12 10:34:11.432873
None,0,0,0,0,2025-07-12 10:34:13.441497
None,0,0,0,0,2025-07-12 10:34:15.449226
None,None,None,None,None,2025-07-12 10:34:17.459528
None,None,None,None,None,2025-07-12 10:34:19.466528
None,None,None,None,None,2025-07-12 10:34:21.482832
None,0,0,1,0,2025-07-12 10:34:23.491736
None,None,None,None,None,2025-07-12 10:34:25.507802
None,None,None,None,None,2025-07-12 10:34:27.521477
None,None,None,None,None,2025-07-12 10:34:29.528144
None,None,None,None,None,2025-07-12 10:34:31.535454
None,None,None,None,None,2025-07-12 10:34:33.537923
None,None,None,None,None,2025-07-12 10:34:35.551639
