心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
None,None,None,None,None,2025-07-11 23:38:03.257292
76.63,None,None,None,None,2025-07-11 23:38:04.143925
81.19,None,None,None,None,2025-07-11 23:38:05.040529
80.97,None,None,None,None,2025-07-11 23:38:05.917284
81.19,None,None,None,None,2025-07-11 23:38:06.803557
80.97,None,None,None,None,2025-07-11 23:38:07.709263
81.08,0,0,2,0,2025-07-11 23:38:08.592051
81.08,0,0,2,0,2025-07-11 23:38:09.475959
81.19,3,0,-2,1,2025-07-11 23:38:10.357792
81.08,None,None,None,None,2025-07-11 23:38:11.281494
81.08,None,None,None,None,2025-07-11 23:38:12.167972
81.19,None,None,None,None,2025-07-11 23:38:13.051697
80.97,0,0,0,-1,2025-07-11 23:38:13.930055
81.08,None,None,None,None,2025-07-11 23:38:14.781639
81.19,None,None,None,None,2025-07-11 23:38:15.659205
80.97,None,None,None,None,2025-07-11 23:38:16.505125
81.19,0,0,1,-1,2025-07-11 23:38:17.386698
81.08,0,0,-1,-1,2025-07-11 23:38:18.267254
81.08,0,0,-1,-1,2025-07-11 23:38:19.151437
81.08,None,None,None,None,2025-07-11 23:38:20.036320
81.08,None,None,None,None,2025-07-11 23:38:20.919704
81.08,None,None,None,None,2025-07-11 23:38:21.770037
81.08,None,None,None,None,2025-07-11 23:38:22.618691
81.19,None,None,None,None,2025-07-11 23:38:23.466498
80.97,None,None,None,None,2025-07-11 23:38:24.352048
81.19,None,None,None,None,2025-07-11 23:38:25.235739
81.08,None,None,None,None,2025-07-11 23:38:26.116459
81.08,None,None,None,None,2025-07-11 23:38:27.000693
81.08,None,None,None,None,2025-07-11 23:38:27.884193
81.08,None,None,None,None,2025-07-11 23:38:28.763607
81.08,None,None,None,None,2025-07-11 23:38:29.642039
81.08,None,None,None,None,2025-07-11 23:38:30.527881
81.19,None,None,None,None,2025-07-11 23:38:31.411828
81.08,None,None,None,None,2025-07-11 23:38:32.290894
81.08,None,None,None,None,2025-07-11 23:38:33.172309
81.08,None,None,None,None,2025-07-11 23:38:34.056521
81.08,None,None,None,None,2025-07-11 23:38:34.935473
81.08,None,None,None,None,2025-07-11 23:38:35.819729
81.19,None,None,None,None,2025-07-11 23:38:36.703954
80.97,None,None,None,None,2025-07-11 23:38:37.584333
81.08,None,None,None,None,2025-07-11 23:38:38.467150
81.08,None,None,None,None,2025-07-11 23:38:39.349141
81.08,None,None,None,None,2025-07-11 23:38:40.265297
81.3,None,None,None,None,2025-07-11 23:38:41.148654
80.97,None,None,None,None,2025-07-11 23:38:42.032465
81.19,3,-1,3,0,2025-07-11 23:38:42.911389
81.08,None,None,None,None,2025-07-11 23:38:43.828482
80.97,None,None,None,None,2025-07-11 23:38:44.707045
81.19,None,None,None,None,2025-07-11 23:38:45.596144
81.08,None,None,None,None,2025-07-11 23:38:46.479335
80.97,None,None,None,None,2025-07-11 23:38:47.360344
81.19,None,None,None,None,2025-07-11 23:38:48.253303
81.19,None,None,None,None,2025-07-11 23:38:49.133179
80.97,None,None,None,None,2025-07-11 23:38:50.024645
81.08,None,None,None,None,2025-07-11 23:38:50.902682
81.19,None,None,None,None,2025-07-11 23:38:51.784938
80.97,None,None,None,None,2025-07-11 23:38:52.699477
81.19,None,None,None,None,2025-07-11 23:38:53.584168
81.08,None,None,None,None,2025-07-11 23:38:54.466076
80.97,7,-1,6,-1,2025-07-11 23:38:55.346829
81.3,2,-1,-1,0,2025-07-11 23:38:56.227347
81.08,3,-1,0,0,2025-07-11 23:38:57.107160
81.08,None,None,None,None,2025-07-11 23:38:57.992127
81.08,None,None,None,None,2025-07-11 23:38:58.872754
81.08,None,None,None,None,2025-07-11 23:38:59.760322
81.08,None,None,None,None,2025-07-11 23:39:00.646908
81.08,None,None,None,None,2025-07-11 23:39:01.533190
81.19,None,None,None,None,2025-07-11 23:39:02.415260
None,3,0,-2,0,2025-07-11 23:39:03.299720
40.54,3,0,-2,0,2025-07-11 23:39:04.180823
81.08,None,None,None,None,2025-07-11 23:39:05.065050
None,None,None,None,None,2025-07-11 23:39:05.947479
40.54,None,None,None,None,2025-07-11 23:39:06.832999
None,None,None,None,None,2025-07-11 23:39:07.712943
40.54,None,None,None,None,2025-07-11 23:39:08.593441
None,1,0,2,0,2025-07-11 23:39:09.471192
40.57,None,None,None,None,2025-07-11 23:39:10.364946
80.97,None,None,None,None,2025-07-11 23:39:11.250255
81.19,None,None,None,None,2025-07-11 23:39:12.133440
81.08,None,None,None,None,2025-07-11 23:39:13.012242
81.08,0,0,0,0,2025-07-11 23:39:13.890103
None,0,0,0,0,2025-07-11 23:39:14.789574
40.57,0,0,0,0,2025-07-11 23:39:15.677178
None,None,None,None,None,2025-07-11 23:39:16.560288
40.54,None,None,None,None,2025-07-11 23:39:17.452984
None,None,None,None,None,2025-07-11 23:39:18.333411
40.54,None,None,None,None,2025-07-11 23:39:19.213284
None,2,0,-2,0,2025-07-11 23:39:20.121552
40.54,None,None,None,None,2025-07-11 23:39:21.003819
None,None,None,None,None,2025-07-11 23:39:21.884084
40.57,None,None,None,None,2025-07-11 23:39:22.766059
None,None,None,None,None,2025-07-11 23:39:23.681417
40.54,None,None,None,None,2025-07-11 23:39:24.559900
81.08,None,None,None,None,2025-07-11 23:39:25.441063
81.08,0,0,0,0,2025-07-11 23:39:26.319540
None,None,None,None,None,2025-07-11 23:39:27.238403
40.57,None,None,None,None,2025-07-11 23:39:28.121742
None,None,None,None,None,2025-07-11 23:39:29.000713
40.51,None,None,None,None,2025-07-11 23:39:29.881549
None,None,None,None,None,2025-07-11 23:39:30.816936
