心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
None,None,None,None,None,2025-07-12 10:50:04.483421
76.63,None,None,None,None,2025-07-12 10:50:05.589253
81.08,None,None,None,None,2025-07-12 10:50:06.644705
81.08,-6,-1,1,1,2025-07-12 10:50:07.696745
81.08,3,0,0,1,2025-07-12 10:50:08.748286
81.08,3,-1,-1,2,2025-07-12 10:50:09.802314
81.08,None,None,None,None,2025-07-12 10:50:10.887818
81.08,-2,-1,-1,1,2025-07-12 10:50:11.998081
81.08,None,None,None,None,2025-07-12 10:50:13.089369
81.08,-1,-1,-4,1,2025-07-12 10:50:14.169525
81.08,None,None,None,None,2025-07-12 10:50:15.212084
81.19,6,-1,-1,0,2025-07-12 10:50:16.266179
80.97,None,None,None,None,2025-07-12 10:50:17.329008
81.3,None,None,None,None,2025-07-12 10:50:18.406294
81.08,None,None,None,None,2025-07-12 10:50:19.461609
80.97,None,None,None,None,2025-07-12 10:50:20.508459
81.08,None,None,None,None,2025-07-12 10:50:21.595020
81.08,-5,-2,-1,0,2025-07-12 10:50:22.646293
81.19,None,None,None,None,2025-07-12 10:50:23.704973
81.08,0,0,6,0,2025-07-12 10:50:24.802991
80.97,0,-1,3,0,2025-07-12 10:50:25.856384
81.19,None,None,None,None,2025-07-12 10:50:26.898317
81.08,2,-1,1,0,2025-07-12 10:50:27.982137
81.08,1,-1,4,0,2025-07-12 10:50:29.036499
81.08,-6,-2,3,0,2025-07-12 10:50:30.085043
81.08,1,-1,7,0,2025-07-12 10:50:31.173012
81.19,-1,-2,9,0,2025-07-12 10:50:32.228968
80.86,None,None,None,None,2025-07-12 10:50:33.281807
81.19,-6,-2,9,1,2025-07-12 10:50:34.331955
81.08,None,None,None,None,2025-07-12 10:50:35.392375
83.33,8,0,-2,1,2025-07-12 10:50:36.442824
81.08,None,None,None,None,2025-07-12 10:50:37.535974
81.19,None,None,None,None,2025-07-12 10:50:38.589794
83.22,None,None,None,None,2025-07-12 10:50:39.635188
83.33,0,0,-3,0,2025-07-12 10:50:40.720114
83.33,-5,-2,-5,0,2025-07-12 10:50:41.836684
79.05,-1,-1,-2,0,2025-07-12 10:50:42.889653
80.86,0,0,-3,1,2025-07-12 10:50:43.986522
62.63,-1,-1,3,0,2025-07-12 10:50:45.105406
74.91,-1,-1,3,0,2025-07-12 10:50:46.168525
56.66,0,0,-4,-1,2025-07-12 10:50:47.219579
83.33,None,None,None,None,2025-07-12 10:50:48.306692
81.08,None,None,None,None,2025-07-12 10:50:49.359699
83.22,None,None,None,None,2025-07-12 10:50:50.410361
None,None,None,None,None,2025-07-12 10:50:51.429728
83.33,None,None,None,None,2025-07-12 10:50:52.485653
81.08,None,None,None,None,2025-07-12 10:50:53.535407
53.57,None,None,None,None,2025-07-12 10:50:54.586380
65.29,-1,-1,-3,0,2025-07-12 10:50:55.626216
None,-1,-1,-3,-1,2025-07-12 10:50:56.679601
None,5,0,-1,1,2025-07-12 10:50:57.731425
None,4,0,-6,0,2025-07-12 10:50:58.787230
None,3,0,-6,0,2025-07-12 10:50:59.866455
None,None,None,None,None,2025-07-12 10:51:00.927769
None,0,-1,-2,0,2025-07-12 10:51:01.976724
None,2,2,-9,-1,2025-07-12 10:51:03.028211
None,0,-1,0,0,2025-07-12 10:51:04.082038
None,0,-1,0,0,2025-07-12 10:51:05.129312
None,0,0,-1,-1,2025-07-12 10:51:06.182497
None,0,0,-1,-1,2025-07-12 10:51:07.246150
None,None,None,None,None,2025-07-12 10:51:08.298034
None,1,1,-1,-2,2025-07-12 10:51:09.344350
None,None,None,None,None,2025-07-12 10:51:10.396914
None,-1,0,-2,1,2025-07-12 10:51:11.449464
None,None,None,None,None,2025-07-12 10:51:12.496392
None,-6,-2,-3,0,2025-07-12 10:51:13.549848
None,-5,-2,-3,0,2025-07-12 10:51:14.599185
None,None,None,None,None,2025-07-12 10:51:15.653405
