心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
0,None,None,None,None,2025-07-12 15:16:11.703406
76.63,6,1,8,2,2025-07-12 15:16:12.854752
81.08,-4,-2,2,0,2025-07-12 15:16:13.905790
80.97,2,0,8,2,2025-07-12 15:16:14.953707
81.3,2,2,5,2,2025-07-12 15:16:16.040083
81.08,-2,0,8,1,2025-07-12 15:16:17.095175
80.97,0,1,0,1,2025-07-12 15:16:18.148984
81.19,-3,-2,9,1,2025-07-12 15:16:19.233400
81.08,0,1,5,3,2025-07-12 15:16:20.290284
80.97,1,0,9,2,2025-07-12 15:16:21.333609
81.08,1,0,9,2,2025-07-12 15:16:22.379888
81.19,1,0,9,2,2025-07-12 15:16:23.450193
80.97,1,0,9,2,2025-07-12 15:16:24.533522
81.08,None,None,None,None,2025-07-12 15:16:25.650098
81.3,None,None,None,None,2025-07-12 15:16:26.699045
80.97,None,None,None,None,2025-07-12 15:16:27.804103
81.08,None,None,None,None,2025-07-12 15:16:28.862814
81.08,None,None,None,None,2025-07-12 15:16:29.917105
81.08,None,None,None,None,2025-07-12 15:16:30.976398
81.08,None,None,None,None,2025-07-12 15:16:32.060010
81.08,None,None,None,None,2025-07-12 15:16:33.107248
81.08,None,None,None,None,2025-07-12 15:16:34.153060
81.08,None,None,None,None,2025-07-12 15:16:35.209569
81.08,None,None,None,None,2025-07-12 15:16:36.375639
80.97,None,None,None,None,2025-07-12 15:16:37.415274
81.19,None,None,None,None,2025-07-12 15:16:38.478790
81.08,5,0,1,0,2025-07-12 15:16:39.516635
80.97,5,0,1,0,2025-07-12 15:16:40.577467
81.08,5,0,1,0,2025-07-12 15:16:41.631692
81.3,5,0,1,0,2025-07-12 15:16:42.688178
80.97,5,0,1,0,2025-07-12 15:16:43.744136
81.08,1,-1,3,1,2025-07-12 15:16:44.831713
81.19,None,None,None,None,2025-07-12 15:16:45.947878
80.97,None,None,None,None,2025-07-12 15:16:47.013885
81.08,2,-1,-1,0,2025-07-12 15:16:48.058817
81.08,2,0,4,1,2025-07-12 15:16:49.134982
81.08,0,-1,-1,0,2025-07-12 15:16:50.195365
81.08,5,1,2,0,2025-07-12 15:16:51.243512
80.97,None,None,None,None,2025-07-12 15:16:52.337198
81.3,0,1,9,1,2025-07-12 15:16:53.388333
81.08,0,1,9,1,2025-07-12 15:16:54.437173
80.97,4,2,-5,0,2025-07-12 15:16:55.512372
81.19,9,0,8,1,2025-07-12 15:16:56.554961
81.08,0,0,0,0,2025-07-12 15:16:57.603893
80.97,6,0,2,-1,2025-07-12 15:16:58.663943
81.08,6,0,2,-1,2025-07-12 15:16:59.765551
81.19,6,0,2,-1,2025-07-12 15:17:00.874384
80.97,2,-1,0,0,2025-07-12 15:17:01.921850
81.08,2,-1,0,0,2025-07-12 15:17:03.015004
81.3,2,-1,0,0,2025-07-12 15:17:04.146203
80.97,7,1,3,2,2025-07-12 15:17:05.195007
81.08,2,-1,9,1,2025-07-12 15:17:06.275419
81.08,None,None,None,None,2025-07-12 15:17:07.323991
81.08,None,None,None,None,2025-07-12 15:17:08.403828
81.08,2,-2,10,0,2025-07-12 15:17:09.471790
81.08,-1,-1,1,0,2025-07-12 15:17:10.596481
80.97,13,1,0,0,2025-07-12 15:17:11.718099
81.19,9,0,9,1,2025-07-12 15:17:12.863700
81.08,None,None,None,None,2025-07-12 15:17:13.915562
80.97,0,-2,6,0,2025-07-12 15:17:14.967342
81.08,0,-2,6,0,2025-07-12 15:17:16.014953
81.08,None,None,None,None,2025-07-12 15:17:17.105558
81.19,13,1,-8,0,2025-07-12 15:17:18.160363
81.08,2,-1,0,0,2025-07-12 15:17:19.207203
81.08,-2,-1,2,0,2025-07-12 15:17:20.269721
80.97,6,1,-3,1,2025-07-12 15:17:21.347753
81.19,1,-1,2,0,2025-07-12 15:17:22.400034
80.97,-2,-1,3,0,2025-07-12 15:17:23.447332
81.08,None,None,None,None,2025-07-12 15:17:24.500084
81.08,3,0,6,0,2025-07-12 15:17:25.569012
81.08,None,None,None,None,2025-07-12 15:17:26.622713
81.08,1,-1,4,0,2025-07-12 15:17:27.672936
81.08,7,0,-2,1,2025-07-12 15:17:28.728496
80.97,None,None,None,None,2025-07-12 15:17:29.776915
81.19,10,1,-8,1,2025-07-12 15:17:30.824472
81.08,0,-1,-1,0,2025-07-12 15:17:31.908105
