心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
None,None,None,None,None,2025-07-06 13:41:44.905294
None,1,1,-2,0,2025-07-06 13:41:46.070834
None,0,1,-2,0,2025-07-06 13:41:47.194491
None,4,-2,-1,-1,2025-07-06 13:41:48.194831
None,3,-1,1,1,2025-07-06 13:41:49.164039
None,4,0,2,1,2025-07-06 13:41:50.173045
None,2,0,2,0,2025-07-06 13:41:51.130849
None,-1,-1,2,0,2025-07-06 13:41:52.086888
None,4,-1,10,1,2025-07-06 13:41:53.113966
None,1,1,-1,1,2025-07-06 13:41:54.162900
None,1,1,1,0,2025-07-06 13:41:55.109832
None,3,-1,1,-2,2025-07-06 13:41:56.074005
None,1,2,1,1,2025-07-06 13:41:57.024507
None,7,1,2,1,2025-07-06 13:41:58.014450
None,1,0,0,-2,2025-07-06 13:41:59.000378
None,1,0,0,-2,2025-07-06 13:41:59.955915
None,1,0,0,-2,2025-07-06 13:42:00.957617
None,1,0,0,-2,2025-07-06 13:42:01.901093
None,None,None,None,None,2025-07-06 13:42:02.846870
None,3,-2,1,-2,2025-07-06 13:42:03.821606
None,11,-2,9,-2,2025-07-06 13:42:04.779958
None,11,-2,9,-2,2025-07-06 13:42:05.780981
None,11,-2,9,-2,2025-07-06 13:42:06.773410
None,11,-2,9,-2,2025-07-06 13:42:07.736032
None,11,-2,9,-2,2025-07-06 13:42:08.688990
None,11,-2,9,-2,2025-07-06 13:42:09.664541
None,10,-3,8,-3,2025-07-06 13:42:10.676547
None,10,-3,8,-3,2025-07-06 13:42:11.722911
None,10,-3,8,-3,2025-07-06 13:42:12.689412
None,10,-3,8,-3,2025-07-06 13:42:13.683374
None,10,-3,8,-3,2025-07-06 13:42:14.715238
None,10,-3,8,-3,2025-07-06 13:42:15.714694
None,10,-3,8,-3,2025-07-06 13:42:16.802356
None,10,-3,8,-3,2025-07-06 13:42:17.829329
None,10,-3,8,-3,2025-07-06 13:42:18.790217
None,10,-3,8,-3,2025-07-06 13:42:19.798769
None,10,-3,8,-3,2025-07-06 13:42:20.771890
None,10,-3,8,-3,2025-07-06 13:42:21.747341
None,10,-3,8,-3,2025-07-06 13:42:22.779560
None,10,-3,8,-3,2025-07-06 13:42:23.810247
None,10,-3,8,-3,2025-07-06 13:42:24.815423
None,10,-3,8,-3,2025-07-06 13:42:25.812211
None,10,-3,8,-3,2025-07-06 13:42:26.835618
None,10,-3,8,-3,2025-07-06 13:42:27.862508
None,10,-3,8,-3,2025-07-06 13:42:28.856094
None,10,-3,8,-3,2025-07-06 13:42:29.900619
None,10,-3,8,-3,2025-07-06 13:42:30.866489
None,10,-3,8,-3,2025-07-06 13:42:31.837313
None,11,-4,3,-2,2025-07-06 13:42:32.870755
None,11,-3,4,0,2025-07-06 13:42:33.951383
None,1,-4,4,-1,2025-07-06 13:42:35.007943
None,9,-2,6,0,2025-07-06 13:42:36.002991
