心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
0,None,None,None,None,2025-07-21 10:34:19.901818
0,6,2,-1,2,2025-07-21 10:34:20.761523
0,-17,-1,0,-1,2025-07-21 10:34:21.620054
76.43,-5,-4,-5,-3,2025-07-21 10:34:22.480703
80.86,-12,-3,-12,0,2025-07-21 10:34:23.336451
80.86,-12,-3,-12,0,2025-07-21 10:34:24.196522
80.97,-12,-3,-12,0,2025-07-21 10:34:25.052276
80.97,-12,-3,-12,0,2025-07-21 10:34:25.909097
80.75,None,None,None,None,2025-07-21 10:34:26.760657
80.97,-17,-3,-1,-3,2025-07-21 10:34:27.618458
83.1,-1,2,-5,0,2025-07-21 10:34:28.475132
83.1,-2,2,-8,1,2025-07-21 10:34:29.299963
