心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi


76.43,-1,1,1,3,2025-07-17 15:34:49.538744

80.86,1,1,0,2,2025-07-17 15:34:50.648380

80.86,-1,3,5,2,2025-07-17 15:34:51.694044

80.97,11,-1,2,2,2025-07-17 15:34:52.763317

81.08,0,0,0,0,2025-07-17 15:34:53.817943

82.99,15,2,-4,2,2025-07-17 15:34:54.863453

80.86,-3,0,9,1,2025-07-17 15:34:55.916706

80.86,3,0,2,3,2025-07-17 15:34:56.964231

80.86,0,0,0,0,2025-07-17 15:34:58.026074

80.97,0,0,0,0,2025-07-17 15:34:59.069549

80.97,4,2,2,3,2025-07-17 15:35:00.142688

80.75,-1,-2,1,2,2025-07-17 15:35:01.260056

80.97,2,0,3,4,2025-07-17 15:35:02.346172

80.97,0,0,0,0,2025-07-17 15:35:03.495683

80.75,-6,-4,-9,1,2025-07-17 15:35:04.582382

80.97,-11,0,7,-1,2025-07-17 15:35:05.729718

80.86,-11,0,7,-1,2025-07-17 15:35:06.876714

80.86,-11,0,7,-1,2025-07-17 15:35:07.928277

80.97,-6,1,5,0,2025-07-17 15:35:09.104024
