心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
0,None,None,None,None,2025-07-18 13:30:34.514542
0,None,None,None,None,2025-07-18 13:30:35.700453
0,None,None,None,None,2025-07-18 13:30:36.882812
0,None,None,None,None,2025-07-18 13:30:38.149315
0,None,None,None,None,2025-07-18 13:30:39.343228
0,-7,-2,-6,1,2025-07-18 13:30:40.621379
0,None,None,None,None,2025-07-18 13:30:41.822953
0,10,3,-5,2,2025-07-18 13:30:43.067101
0,-1,-2,2,1,2025-07-18 13:30:44.322998
0,None,None,None,None,2025-07-18 13:30:45.534562
0,-1,1,-4,0,2025-07-18 13:30:46.654667
0,None,None,None,None,2025-07-18 13:30:48.714275
0,None,None,None,None,2025-07-18 13:30:50.319285
0,None,None,None,None,2025-07-18 13:30:51.529003
0,8,0,-1,-1,2025-07-18 13:30:52.735074
0,None,None,None,None,2025-07-18 13:30:53.861992
0,9,1,2,2,2025-07-18 13:30:55.585639
0,9,1,0,2,2025-07-18 13:30:57.053173
0,8,1,0,2,2025-07-18 13:30:58.474302
0,9,1,2,2,2025-07-18 13:30:59.907238
0,None,None,None,None,2025-07-18 13:31:01.512999
0,None,None,None,None,2025-07-18 13:31:02.720050
0,None,None,None,None,2025-07-18 13:31:03.882276
0,None,None,None,None,2025-07-18 13:31:05.139398
0,9,-1,-1,2,2025-07-18 13:31:06.344698
0,-8,-2,-2,3,2025-07-18 13:31:07.579990
0,None,None,None,None,2025-07-18 13:31:08.784917
0,-6,-2,-3,2,2025-07-18 13:31:09.983149
0,None,None,None,None,2025-07-18 13:31:11.181558
0,None,None,None,None,2025-07-18 13:31:12.377908
0,None,None,None,None,2025-07-18 13:31:13.616248
0,-4,-4,-6,1,2025-07-18 13:31:14.812184
0,None,None,None,None,2025-07-18 13:31:16.028208
0,None,None,None,None,2025-07-18 13:31:17.231533
0,-1,-2,0,-3,2025-07-18 13:31:18.475376
0,-1,-2,0,-3,2025-07-18 13:31:19.641162
0,None,None,None,None,2025-07-18 13:31:20.881654
0,-8,-2,-11,0,2025-07-18 13:31:22.075097
0,7,0,-1,0,2025-07-18 13:31:23.340564
0,11,0,0,3,2025-07-18 13:31:24.539463
0,3,-4,0,3,2025-07-18 13:31:25.742507
0,None,None,None,None,2025-07-18 13:31:26.938720
0,None,None,None,None,2025-07-18 13:31:28.139914
0,None,None,None,None,2025-07-18 13:31:29.632803
0,None,None,None,None,2025-07-18 13:31:30.871471
0,None,None,None,None,2025-07-18 13:31:32.099430
0,0,-1,0,-2,2025-07-18 13:31:33.291155
0,6,2,-7,2,2025-07-18 13:31:34.489016
0,8,2,-10,0,2025-07-18 13:31:35.684828
0,None,None,None,None,2025-07-18 13:31:36.905637
0,1,0,2,-1,2025-07-18 13:31:38.104099
0,None,None,None,None,2025-07-18 13:31:39.375928
0,None,None,None,None,2025-07-18 13:31:40.582212
0,None,None,None,None,2025-07-18 13:31:41.789723
0,None,None,None,None,2025-07-18 13:31:42.992880
0,-3,1,-3,1,2025-07-18 13:31:44.202786
0,1,4,-5,1,2025-07-18 13:31:45.398595
0,-1,-2,-5,2,2025-07-18 13:31:46.608441
0,6,0,-3,1,2025-07-18 13:31:47.801368
0,-2,-1,1,-1,2025-07-18 13:31:49.001254
0,-2,-1,1,-1,2025-07-18 13:31:50.178699
0,6,1,-2,1,2025-07-18 13:31:51.376818
0,None,None,None,None,2025-07-18 13:31:52.573450
0,None,None,None,None,2025-07-18 13:31:53.790510
0,-4,1,-8,0,2025-07-18 13:31:55.019542
0,-4,3,-9,-2,2025-07-18 13:31:56.216855
0,-4,3,-9,-2,2025-07-18 13:31:58.028935
0,-4,3,-9,-2,2025-07-18 13:32:55.231725
0,-4,3,-9,-2,2025-07-18 13:32:56.172890
0,-4,3,-9,-2,2025-07-18 13:32:57.152118
0,-5,-1,2,2,2025-07-18 13:32:58.055839
0,None,None,None,None,2025-07-18 13:32:58.955411
0,None,None,None,None,2025-07-18 13:32:59.860115
0,None,None,None,None,2025-07-18 13:33:00.840306
0,-3,-3,-4,-3,2025-07-18 13:33:03.924126
0,None,None,None,None,2025-07-18 13:33:04.856772
0,3,0,4,-1,2025-07-18 13:33:05.781865
0,13,0,2,-1,2025-07-18 13:33:06.680721
0,12,-1,1,-2,2025-07-18 13:33:07.572652
0,None,None,None,None,2025-07-18 13:33:08.917608
0,None,None,None,None,2025-07-18 13:33:11.481789
0,None,None,None,None,2025-07-18 13:33:12.387057
0,None,None,None,None,2025-07-18 13:33:13.278846
0,None,None,None,None,2025-07-18 13:33:14.640213
0,0,-1,0,1,2025-07-18 13:33:17.296775
0,0,-2,-7,-2,2025-07-18 13:33:18.208714
0,0,4,-5,1,2025-07-18 13:33:19.090787
0,-3,2,-13,1,2025-07-18 13:33:19.993951
0,None,None,None,None,2025-07-18 13:33:20.887064
0,2,0,-2,0,2025-07-18 13:33:21.813163
0,None,None,None,None,2025-07-18 13:33:22.734367
0,None,None,None,None,2025-07-18 13:33:23.634439
0,None,None,None,None,2025-07-18 13:33:24.528861
0,-2,-3,-7,-1,2025-07-18 13:33:25.910374
0,-2,-2,-2,-1,2025-07-18 13:33:28.382414
0,-2,2,-11,0,2025-07-18 13:33:29.275343
0,-2,2,-11,0,2025-07-18 13:33:31.687057
0,-2,2,-11,0,2025-07-18 13:33:32.880400
0,-2,2,-11,0,2025-07-18 13:33:33.766042
0,-2,2,-11,0,2025-07-18 13:33:34.655506
