心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
0,None,None,None,None,2025-07-21 00:33:36.459970

0,-4,1,3,1,2025-07-21 00:33:37.405968

0,-4,-5,-2,-4,2025-07-21 00:33:38.375974

76.43,-1,-3,0,0,2025-07-21 00:33:39.304443

81.08,None,None,None,None,2025-07-21 00:33:40.226310

82.99,-2,0,-4,1,2025-07-21 00:33:41.160995

80.86,-1,3,-4,4,2025-07-21 00:33:42.085980

81.08,5,-1,-6,-2,2025-07-21 00:33:43.012849

82.99,-1,-2,-6,0,2025-07-21 00:33:43.944306

80.97,-3,-1,-6,0,2025-07-21 00:33:44.874706

80.75,-4,1,1,-1,2025-07-21 00:33:45.797604

81.19,-4,2,-10,-1,2025-07-21 00:33:46.717651

82.99,-4,2,-10,-1,2025-07-21 00:33:47.643940

80.86,-8,0,-11,1,2025-07-21 00:33:48.571744

80.86,1,-4,4,1,2025-07-21 00:33:49.460840

81.08,-5,4,0,-2,2025-07-21 00:33:50.387655

82.99,-9,0,-6,2,2025-07-21 00:33:51.312442

80.97,-4,-3,-4,-3,2025-07-21 00:33:52.232207

80.97,1,-1,-3,-2,2025-07-21 00:33:53.154287

82.99,None,None,None,None,2025-07-21 00:33:54.100523

80.97,1,-2,-10,-1,2025-07-21 00:33:55.033017

80.97,-4,-3,3,-1,2025-07-21 00:33:55.955089

80.97,None,None,None,None,2025-07-21 00:33:56.878384

82.99,None,None,None,None,2025-07-21 00:33:57.810041

80.97,-2,-4,-3,-1,2025-07-21 00:33:58.728743

80.97,None,None,None,None,2025-07-21 00:33:59.657132

80.75,-5,1,-11,-1,2025-07-21 00:34:00.580155

80.97,None,None,None,None,2025-07-21 00:34:01.501332

80.97,-3,1,-3,1,2025-07-21 00:34:02.394432

83.1,-6,1,-8,0,2025-07-21 00:34:03.319500

80.86,1,-1,3,-2,2025-07-21 00:34:04.250904

80.97,None,None,None,None,2025-07-21 00:34:05.188392

80.97,-8,2,-11,-1,2025-07-21 00:34:06.115054

82.99,None,None,None,None,2025-07-21 00:34:07.086269

80.97,-3,1,-7,-1,2025-07-21 00:34:08.025784

80.97,-7,0,-8,-2,2025-07-21 00:34:08.950764

80.75,None,None,None,None,2025-07-21 00:34:09.880426

80.97,None,None,None,None,2025-07-21 00:34:10.813767

80.97,None,None,None,None,2025-07-21 00:34:11.756461

80.86,None,None,None,None,2025-07-21 00:34:12.679876

80.86,None,None,None,None,2025-07-21 00:34:13.602032

80.97,-8,-1,-10,-2,2025-07-21 00:34:14.545561

83.1,-4,1,-5,0,2025-07-21 00:34:15.471235

80.86,None,None,None,None,2025-07-21 00:34:16.393027

80.97,None,None,None,None,2025-07-21 00:34:17.316875

80.86,None,None,None,None,2025-07-21 00:34:18.236930

81.08,-7,-2,-3,-1,2025-07-21 00:34:19.126763

82.99,None,None,None,None,2025-07-21 00:34:20.052618

80.97,None,None,None,None,2025-07-21 00:34:20.977951

80.86,None,None,None,None,2025-07-21 00:34:21.900164

80.86,None,None,None,None,2025-07-21 00:34:22.800213

81.08,None,None,None,None,2025-07-21 00:34:23.693814

83.1,None,None,None,None,2025-07-21 00:34:24.583255

80.75,None,None,None,None,2025-07-21 00:34:25.499734

80.97,-9,1,-4,-3,2025-07-21 00:34:26.425708

80.86,-9,1,1,-1,2025-07-21 00:34:27.349670

81.08,-1,-4,1,-3,2025-07-21 00:34:28.279083

82.99,5,-1,-8,-1,2025-07-21 00:34:29.205022

80.97,None,None,None,None,2025-07-21 00:34:30.095872

80.86,None,None,None,None,2025-07-21 00:34:31.021157

80.86,0,-1,-5,1,2025-07-21 00:34:31.915039

80.97,-4,2,2,2,2025-07-21 00:34:32.824787

80.86,-5,-5,0,-2,2025-07-21 00:34:33.716216

80.97,None,None,None,None,2025-07-21 00:34:34.638704

80.86,None,None,None,None,2025-07-21 00:34:35.575323

80.86,-1,-1,3,0,2025-07-21 00:34:36.464774

80.97,None,None,None,None,2025-07-21 00:34:37.393469

80.86,1,-3,-2,-2,2025-07-21 00:34:38.319115

80.97,None,None,None,None,2025-07-21 00:34:39.206975

80.97,None,None,None,None,2025-07-21 00:34:40.130997

80.75,None,None,None,None,2025-07-21 00:34:41.057146

80.97,None,None,None,None,2025-07-21 00:34:41.988896

80.86,-2,-1,-6,-1,2025-07-21 00:34:42.935452

83.33,-1,1,3,-2,2025-07-21 00:34:43.861347

82.99,-2,-2,-1,1,2025-07-21 00:34:44.785011

80.86,2,0,-11,-1,2025-07-21 00:34:45.676210

80.97,10,-2,8,-2,2025-07-21 00:34:46.609887

80.75,9,-1,5,0,2025-07-21 00:34:47.537864

80.97,16,-2,4,3,2025-07-21 00:34:48.450179

80.97,-8,-5,-1,2,2025-07-21 00:34:49.378180

80.86,-14,1,-5,2,2025-07-21 00:34:50.310185

80.86,None,None,None,None,2025-07-21 00:34:51.237679

0,-2,-1,2,-1,2025-07-21 00:34:52.162253

40.46,-10,-3,-4,-1,2025-07-21 00:34:53.082069

80.97,None,None,None,None,2025-07-21 00:34:53.980825

80.86,4,0,-1,-1,2025-07-21 00:34:54.885701

80.86,None,None,None,None,2025-07-21 00:34:55.833667

80.97,-3,1,-5,-1,2025-07-21 00:34:56.758215

80.86,None,None,None,None,2025-07-21 00:34:57.687234

80.97,5,-3,-4,2,2025-07-21 00:34:58.615117

80.86,-3,1,3,-4,2025-07-21 00:34:59.537727/

0,-4,0,-11,0,2025-07-21 00:35:00.466213

40.46,-6,3,-8,0,2025-07-21 00:35:01.360630

80.86,-4,1,-4,2,2025-07-21 00:35:02.338062

0,2,1,-7,2,2025-07-21 00:35:03.261706

40.46,-2,-1,-3,0,2025-07-21 00:35:04.179958

0,-4,0,-4,0,2025-07-21 00:35:05.111546

40.46,None,None,None,None,2025-07-21 00:35:06.036917

