心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
None,None,None,None,None,2025-07-11 21:31:45.858358
76.63,0,0,2,0,2025-07-11 21:31:46.711864
81.08,None,None,None,None,2025-07-11 21:31:47.550906
80.97,0,0,3,0,2025-07-11 21:31:48.372500
81.3,2,-1,3,-1,2025-07-11 21:31:49.190878
81.08,2,0,0,0,2025-07-11 21:31:50.005448
80.97,None,None,None,None,2025-07-11 21:31:50.841973
81.19,1,0,2,-1,2025-07-11 21:31:51.656239
81.08,1,0,4,-1,2025-07-11 21:31:52.475836
80.97,None,None,None,None,2025-07-11 21:31:53.259169
80.97,1,0,3,-1,2025-07-11 21:31:54.075302
80.97,1,0,1,-3,2025-07-11 21:31:54.894066
80.97,0,0,2,-1,2025-07-11 21:31:55.711707
80.97,0,0,2,-1,2025-07-11 21:31:56.527722
80.97,0,0,2,-1,2025-07-11 21:31:57.335386
80.97,None,None,None,None,2025-07-11 21:31:58.154624
80.97,None,None,None,None,2025-07-11 21:31:58.939365
80.97,1,0,-3,-1,2025-07-11 21:31:59.751585
80.97,0,0,-1,-1,2025-07-11 21:32:00.570486
None,1,0,0,-2,2025-07-11 21:32:01.353111
None,0,0,-2,0,2025-07-11 21:32:02.172309
None,0,0,1,-1,2025-07-11 21:32:02.987052
None,0,0,1,-1,2025-07-11 21:32:03.825523
None,0,0,1,-1,2025-07-11 21:32:04.646123
None,0,0,1,-1,2025-07-11 21:32:05.428888
None,0,0,1,-1,2025-07-11 21:32:06.248409
None,0,0,1,-1,2025-07-11 21:32:07.098428
None,None,None,None,None,2025-07-11 21:32:07.912699
None,0,0,3,0,2025-07-11 21:32:08.723552
None,2,0,3,-1,2025-07-11 21:32:09.539470
None,None,None,None,None,2025-07-11 21:32:10.358273
None,0,0,2,0,2025-07-11 21:32:11.187442
None,None,None,None,None,2025-07-11 21:32:12.005987
None,None,None,None,None,2025-07-11 21:32:12.822304
None,None,None,None,None,2025-07-11 21:32:13.637653
