心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
None,None,None,None,None,2025-07-11 23:27:42.804042
76.63,None,None,None,None,2025-07-11 23:27:43.699919
81.08,None,None,None,None,2025-07-11 23:27:44.582277
81.08,None,None,None,None,2025-07-11 23:27:45.469286
79.05,None,None,None,None,2025-07-11 23:27:46.353072
80.97,None,None,None,None,2025-07-11 23:27:47.237557
81.19,None,None,None,None,2025-07-11 23:27:48.121624
81.08,None,None,None,None,2025-07-11 23:27:49.006863
81.08,0,0,-3,0,2025-07-11 23:27:49.931096
81.08,None,None,None,None,2025-07-11 23:27:50.816534
81.19,-1,0,0,1,2025-07-11 23:27:51.696674
80.97,None,None,None,None,2025-07-11 23:27:52.578461
81.19,None,None,None,None,2025-07-11 23:27:53.462179
81.08,None,None,None,None,2025-07-11 23:27:54.311509
80.97,None,None,None,None,2025-07-11 23:27:55.193536
81.19,None,None,None,None,2025-07-11 23:27:56.100406
81.08,None,None,None,None,2025-07-11 23:27:56.984295
81.08,1,0,0,1,2025-07-11 23:27:57.879230
81.08,1,0,-1,1,2025-07-11 23:27:58.758690
81.19,None,None,None,None,2025-07-11 23:27:59.677848
80.97,None,None,None,None,2025-07-11 23:28:00.569627
81.08,None,None,None,None,2025-07-11 23:28:01.452700
81.19,-1,0,-3,2,2025-07-11 23:28:02.332938
81.08,2,0,-2,1,2025-07-11 23:28:03.212875
81.08,3,0,-2,-1,2025-07-11 23:28:04.093086
81.08,3,0,3,0,2025-07-11 23:28:04.972506
81.08,None,None,None,None,2025-07-11 23:28:05.856737
81.08,None,None,None,None,2025-07-11 23:28:06.741817
81.08,3,0,0,-1,2025-07-11 23:28:07.636331
81.19,1,0,-1,-1,2025-07-11 23:28:08.516693
81.08,0,0,0,-1,2025-07-11 23:28:09.396994
81.08,2,0,-1,1,2025-07-11 23:28:10.306118
81.08,2,0,1,0,2025-07-11 23:28:11.202966
81.08,1,-1,-2,-1,2025-07-11 23:28:12.079676
81.08,0,-1,-2,-1,2025-07-11 23:28:12.964587
81.08,1,-1,-3,-1,2025-07-11 23:28:13.884829
81.19,2,0,-4,0,2025-07-11 23:28:14.768486
80.97,0,0,-1,-1,2025-07-11 23:28:15.622739
81.19,None,None,None,None,2025-07-11 23:28:16.505570
81.19,None,None,None,None,2025-07-11 23:28:17.389348
80.97,None,None,None,None,2025-07-11 23:28:18.273962
