心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
0,None,None,None,None,2025-07-17 13:58:12.685329
0,5,-2,-2,1,2025-07-17 13:58:13.834373
0,7,0,1,3,2025-07-17 13:58:14.957667
0,5,2,1,3,2025-07-17 13:58:16.048311
0,None,None,None,None,2025-07-17 13:58:17.187091
0,-3,1,15,-1,2025-07-17 13:58:18.276086
0,8,0,6,-1,2025-07-17 13:58:19.427281
0,2,2,-9,-1,2025-07-17 13:58:20.576082
0,-1,0,2,0,2025-07-17 13:58:21.758671
0,9,-2,4,1,2025-07-17 13:58:22.905948
0,-1,2,-6,0,2025-07-17 13:58:24.054253
0,-1,2,-6,0,2025-07-17 13:58:25.212053
0,None,None,None,None,2025-07-17 13:58:26.360851
0,None,None,None,None,2025-07-17 13:58:27.536774
0,None,None,None,None,2025-07-17 13:58:28.685016
0,None,None,None,None,2025-07-17 13:58:29.829188
0,-10,0,-1,0,2025-07-17 13:58:30.968194
0,None,None,None,None,2025-07-17 13:58:32.122507
0,None,None,None,None,2025-07-17 13:58:33.285076
0,None,None,None,None,2025-07-17 13:58:34.426561
0,None,None,None,None,2025-07-17 13:58:35.571996
0,None,None,None,None,2025-07-17 13:58:36.716417
0,None,None,None,None,2025-07-17 13:58:37.864967
0,None,None,None,None,2025-07-17 13:58:39.020845
0,None,None,None,None,2025-07-17 13:58:40.172724
0,None,None,None,None,2025-07-17 13:58:41.321448
0,None,None,None,None,2025-07-17 13:58:42.470340
0,None,None,None,None,2025-07-17 13:58:43.646581
0,None,None,None,None,2025-07-17 13:58:44.792664
0,None,None,None,None,2025-07-17 13:58:45.937989
0,0,0,-1,-2,2025-07-17 13:58:47.087307
0,0,0,-1,-2,2025-07-17 13:58:48.234664
0,0,0,-1,-2,2025-07-17 13:58:49.378015
0,9,1,-8,2,2025-07-17 13:58:50.531053
0,9,1,-8,2,2025-07-17 13:58:51.689667
0,9,1,-8,2,2025-07-17 13:58:52.871072
0,9,1,-8,2,2025-07-17 13:58:54.033916
0,9,1,-8,2,2025-07-17 13:58:55.181033
0,9,1,-8,2,2025-07-17 13:58:56.321189
0,9,1,-8,2,2025-07-17 13:58:57.398639
0,9,1,-8,2,2025-07-17 13:58:58.543594
0,9,1,-8,2,2025-07-17 13:58:59.691646
0,9,1,-8,2,2025-07-17 13:59:00.848726
0,9,1,-8,2,2025-07-17 13:59:01.993736
0,9,1,-8,2,2025-07-17 13:59:03.137265
0,9,1,-8,2,2025-07-17 13:59:04.282262
0,9,1,-8,2,2025-07-17 13:59:05.431330
0,9,1,-8,2,2025-07-17 13:59:06.582510
0,9,1,-8,2,2025-07-17 13:59:07.729354
0,9,1,-8,2,2025-07-17 13:59:08.873620
0,9,1,-8,2,2025-07-17 13:59:10.042480
0,9,1,-8,2,2025-07-17 13:59:11.189880
0,9,1,-8,2,2025-07-17 13:59:12.338703
0,9,1,-8,2,2025-07-17 13:59:13.486517
0,5,-2,-10,0,2025-07-17 13:59:14.668141
0,None,None,None,None,2025-07-17 13:59:15.817713
0,3,0,-2,2,2025-07-17 13:59:16.956263
0,3,0,-2,2,2025-07-17 13:59:18.050451
0,3,0,-2,2,2025-07-17 13:59:19.192342
0,None,None,None,None,2025-07-17 13:59:20.356138
0,None,None,None,None,2025-07-17 13:59:21.508042
0,None,None,None,None,2025-07-17 13:59:22.651162
0,None,None,None,None,2025-07-17 13:59:23.801634
0,None,None,None,None,2025-07-17 13:59:24.950567
0,None,None,None,None,2025-07-17 13:59:26.110694
0,None,None,None,None,2025-07-17 13:59:27.255228
0,None,None,None,None,2025-07-17 13:59:28.398225
0,None,None,None,None,2025-07-17 13:59:29.544985
0,None,None,None,None,2025-07-17 13:59:30.694880
0,None,None,None,None,2025-07-17 13:59:31.835116
0,None,None,None,None,2025-07-17 13:59:32.974910
0,None,None,None,None,2025-07-17 13:59:34.125285
0,None,None,None,None,2025-07-17 13:59:35.277879
0,None,None,None,None,2025-07-17 13:59:36.466203
0,None,None,None,None,2025-07-17 13:59:37.617789
0,None,None,None,None,2025-07-17 13:59:38.762131
0,None,None,None,None,2025-07-17 13:59:39.917459
0,None,None,None,None,2025-07-17 13:59:41.066833
0,None,None,None,None,2025-07-17 13:59:42.210494
0,None,None,None,None,2025-07-17 13:59:43.355456
0,None,None,None,None,2025-07-17 13:59:44.533853
0,None,None,None,None,2025-07-17 13:59:45.683304
0,2,0,2,0,2025-07-17 13:59:46.855857
0,None,None,None,None,2025-07-17 13:59:48.015192
0,None,None,None,None,2025-07-17 13:59:49.163865
0,None,None,None,None,2025-07-17 13:59:50.307342
0,None,None,None,None,2025-07-17 13:59:51.447378
0,None,None,None,None,2025-07-17 13:59:52.603894
0,None,None,None,None,2025-07-17 13:59:53.755262
0,None,None,None,None,2025-07-17 13:59:54.898945
0,None,None,None,None,2025-07-17 13:59:56.044634
0,None,None,None,None,2025-07-17 13:59:57.194833
0,None,None,None,None,2025-07-17 13:59:58.347682
0,None,None,None,None,2025-07-17 13:59:59.490969
0,None,None,None,None,2025-07-17 14:00:00.647752
0,None,None,None,None,2025-07-17 14:00:01.792982
0,None,None,None,None,2025-07-17 14:00:02.970589
0,None,None,None,None,2025-07-17 14:00:04.116341
0,None,None,None,None,2025-07-17 14:00:05.259808
0,None,None,None,None,2025-07-17 14:00:06.443968
