心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
0,None,None,None,None,2025-07-21 10:30:47.267246
0,None,None,None,None,2025-07-21 10:30:48.161689
0,None,None,None,None,2025-07-21 10:30:49.020789
0,None,None,None,None,2025-07-21 10:30:49.911057
0,6,-3,0,-1,2025-07-21 10:30:50.806200
0,6,-3,0,-1,2025-07-21 10:30:51.706867
0,0,-3,1,0,2025-07-21 10:30:52.567539
0,None,None,None,None,2025-07-21 10:30:53.428124
0,None,None,None,None,2025-07-21 10:30:54.321975
0,3,0,-9,1,2025-07-21 10:30:55.217909
