心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
0,None,None,None,None,2025-07-21 11:29:27.282256
0,6,-1,-2,1,2025-07-21 11:29:28.145267
0,None,None,None,None,2025-07-21 11:29:29.010839
76.53,None,None,None,None,2025-07-21 11:29:29.904865
82.99,None,None,None,None,2025-07-21 11:29:30.767124
81.08,None,None,None,None,2025-07-21 11:29:31.638712
83.22,None,None,None,None,2025-07-21 11:29:32.498865
82.99,None,None,None,None,2025-07-21 11:29:33.384303
81.08,0,2,-2,0,2025-07-21 11:29:34.250379
82.99,0,2,-2,0,2025-07-21 11:29:35.145688
80.97,None,None,None,None,2025-07-21 11:29:36.007463
82.99,None,None,None,None,2025-07-21 11:29:36.870067
81.08,-8,-5,1,-2,2025-07-21 11:29:37.726555
83.22,-3,-1,-9,0,2025-07-21 11:29:38.584377
82.99,None,None,None,None,2025-07-21 11:29:39.446156
81.08,4,1,-1,-1,2025-07-21 11:29:40.301823
82.99,10,-1,-6,0,2025-07-21 11:29:41.159866
81.08,None,None,None,None,2025-07-21 11:29:42.053588
80.75,0,1,-6,0,2025-07-21 11:29:42.911577
80.97,2,0,-4,0,2025-07-21 11:29:43.810155
80.97,-4,-3,-1,1,2025-07-21 11:29:44.661077
83.1,None,None,None,None,2025-07-21 11:29:45.520942
83.33,0,-1,-4,1,2025-07-21 11:29:46.381369
83.1,None,None,None,None,2025-07-21 11:29:47.242794
83.1,1,1,-7,0,2025-07-21 11:29:48.137481
80.86,None,None,None,None,2025-07-21 11:29:48.994448
80.86,None,None,None,None,2025-07-21 11:29:49.855758
81.08,None,None,None,None,2025-07-21 11:29:50.713972
83.22,1,0,-3,1,2025-07-21 11:29:51.568931
80.75,-1,1,-6,-2,2025-07-21 11:29:52.464858
80.97,None,None,None,None,2025-07-21 11:29:53.327070
83.22,None,None,None,None,2025-07-21 11:29:54.183366
80.86,None,None,None,None,2025-07-21 11:29:55.067758
80.86,None,None,None,None,2025-07-21 11:29:55.929618
83.22,None,None,None,None,2025-07-21 11:29:56.791646
83.1,None,None,None,None,2025-07-21 11:29:57.647238
83.33,None,None,None,None,2025-07-21 11:29:58.503898
82.99,None,None,None,None,2025-07-21 11:29:59.360880
80.97,None,None,None,None,2025-07-21 11:30:00.223766
80.97,None,None,None,None,2025-07-21 11:30:01.118615
80.86,None,None,None,None,2025-07-21 11:30:01.975895
80.86,-7,0,-6,-2,2025-07-21 11:30:02.860147
81.08,None,None,None,None,2025-07-21 11:30:03.758777
80.86,None,None,None,None,2025-07-21 11:30:04.623645
80.86,11,-1,-1,0,2025-07-21 11:30:05.516287
80.97,11,-1,-1,0,2025-07-21 11:30:06.395788
80.86,11,-1,-1,0,2025-07-21 11:30:07.293918
81.08,-1,-2,-1,-2,2025-07-21 11:30:08.151122
80.75,None,None,None,None,2025-07-21 11:30:09.007442
80.97,0,0,0,-1,2025-07-21 11:30:09.863662
80.97,0,0,0,-1,2025-07-21 11:30:10.723511
80.75,0,0,0,-1,2025-07-21 11:30:11.581507
81.08,None,None,None,None,2025-07-21 11:30:12.477323
80.97,-3,0,0,-3,2025-07-21 11:30:13.335974
80.75,0,1,-3,1,2025-07-21 11:30:14.195330
80.97,None,None,None,None,2025-07-21 11:30:15.052577
80.97,None,None,None,None,2025-07-21 11:30:15.914701
83.22,None,None,None,None,2025-07-21 11:30:16.770280
83.22,None,None,None,None,2025-07-21 11:30:17.632180
80.75,None,None,None,None,2025-07-21 11:30:18.492754
80.86,None,None,None,None,2025-07-21 11:30:19.351183
81.08,None,None,None,None,2025-07-21 11:30:20.210972
80.75,None,None,None,None,2025-07-21 11:30:21.067773
81.08,None,None,None,None,2025-07-21 11:30:21.928087
80.75,None,None,None,None,2025-07-21 11:30:22.819260
81.08,None,None,None,None,2025-07-21 11:30:23.676656
83.1,-1,-2,1,0,2025-07-21 11:30:24.530891
83.22,3,0,2,-1,2025-07-21 11:30:25.387618
80.86,0,-1,-3,2,2025-07-21 11:30:26.247152
80.86,None,None,None,None,2025-07-21 11:30:27.103973
80.97,3,-4,-1,2,2025-07-21 11:30:27.995126
80.97,None,None,None,None,2025-07-21 11:30:28.849300
80.75,None,None,None,None,2025-07-21 11:30:29.709171
80.97,None,None,None,None,2025-07-21 11:30:30.572744
0,None,None,None,None,2025-07-21 11:30:31.432303
40.43,6,-2,-4,-2,2025-07-21 11:30:32.325908
0,0,2,-5,1,2025-07-21 11:30:33.184117
41.01,-4,0,-1,-1,2025-07-21 11:30:34.073825
0,0,-2,-3,1,2025-07-21 11:30:34.936627
40.46,0,1,2,-1,2025-07-21 11:30:35.795965
0,0,0,-3,1,2025-07-21 11:30:36.690262
40.43,0,1,-1,0,2025-07-21 11:30:37.579607
