心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
0,None,None,None,None,2025-07-17 14:44:07.884949
0,5,0,-3,1,2025-07-17 14:44:09.022611
0,8,0,2,0,2025-07-17 14:44:10.170407
0,6,0,-3,2,2025-07-17 14:44:11.321812
0,None,None,None,None,2025-07-17 14:44:12.472564
80.97,9,-1,0,1,2025-07-17 14:44:13.620395
80.86,4,3,-4,1,2025-07-17 14:44:14.766918
81.08,9,0,-6,0,2025-07-17 14:44:15.916494
82.99,None,None,None,None,2025-07-17 14:44:17.070889
81.08,2,0,0,-2,2025-07-17 14:44:18.214934
83.1,13,0,-8,0,2025-07-17 14:44:19.360145
80.75,2,1,-3,0,2025-07-17 14:44:20.508619
81.08,4,0,-1,-3,2025-07-17 14:44:21.661954
83.1,1,2,-1,-1,2025-07-17 14:44:22.830910
81.08,None,None,None,None,2025-07-17 14:44:23.979633
82.99,None,None,None,None,2025-07-17 14:44:25.127573
80.97,1,1,-1,-3,2025-07-17 14:44:26.277207
83.1,4,1,-1,-3,2025-07-17 14:44:27.456625
80.86,2,0,-1,-2,2025-07-17 14:44:28.578162
81.08,3,1,7,-4,2025-07-17 14:44:29.629833
82.99,4,2,-1,-3,2025-07-17 14:44:30.683490
80.86,None,None,None,None,2025-07-17 14:44:31.764848
81.08,None,None,None,None,2025-07-17 14:44:32.876205
83.1,2,2,-5,2,2025-07-17 14:44:33.917838
82.99,3,2,-1,0,2025-07-17 14:44:34.962015
81.08,None,None,None,None,2025-07-17 14:44:36.013323
83.1,None,None,None,None,2025-07-17 14:44:37.065657
80.86,None,None,None,None,2025-07-17 14:44:38.117594
80.97,6,1,8,-1,2025-07-17 14:44:39.162742
83.1,-1,0,1,0,2025-07-17 14:44:40.282135
81.08,-1,0,1,0,2025-07-17 14:44:41.396573
82.99,None,None,None,None,2025-07-17 14:44:42.447041
81.08,None,None,None,None,2025-07-17 14:44:43.493528
82.99,-3,0,-4,0,2025-07-17 14:44:44.574747
80.97,1,1,-5,2,2025-07-17 14:44:45.721949
82.99,None,None,None,None,2025-07-17 14:44:46.838165
81.08,None,None,None,None,2025-07-17 14:44:47.884731
82.99,None,None,None,None,2025-07-17 14:44:48.955764
81.08,-2,0,-1,0,2025-07-17 14:44:49.998717
83.1,-1,-1,7,2,2025-07-17 14:44:51.050398
81.08,None,None,None,None,2025-07-17 14:44:52.101985
82.99,None,None,None,None,2025-07-17 14:44:53.154950
80.97,None,None,None,None,2025-07-17 14:44:54.229804
82.99,None,None,None,None,2025-07-17 14:44:55.313674
0,None,None,None,None,2025-07-17 14:44:56.457023
0,None,None,None,None,2025-07-17 14:44:57.603088
0,None,None,None,None,2025-07-17 14:44:58.749993
0,2,-1,-3,1,2025-07-17 14:44:59.879846
0,4,-2,1,-2,2025-07-17 14:45:00.963827
0,4,-2,1,-2,2025-07-17 14:45:02.089092
0,None,None,None,None,2025-07-17 14:45:03.141711
