心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
None,None,None,None,None,2025-07-12 00:00:09.647795
76.63,None,None,None,None,2025-07-12 00:00:10.522828
81.08,None,None,None,None,2025-07-12 00:00:11.414940
81.08,None,None,None,None,2025-07-12 00:00:12.288669
81.19,None,None,None,None,2025-07-12 00:00:13.161608
81.08,None,None,None,None,2025-07-12 00:00:14.049279
81.08,None,None,None,None,2025-07-12 00:00:14.929471
81.19,None,None,None,None,2025-07-12 00:00:15.806222
80.97,None,None,None,None,2025-07-12 00:00:16.691248
81.08,None,None,None,None,2025-07-12 00:00:17.564801
81.08,None,None,None,None,2025-07-12 00:00:18.439142
81.19,None,None,None,None,2025-07-12 00:00:19.313700
81.08,None,None,None,None,2025-07-12 00:00:20.185732
80.97,None,None,None,None,2025-07-12 00:00:21.061401
81.19,None,None,None,None,2025-07-12 00:00:21.933272
81.08,1,-1,2,0,2025-07-12 00:00:22.804351
81.08,None,None,None,None,2025-07-12 00:00:23.678120
81.19,0,0,1,-2,2025-07-12 00:00:24.555656
81.08,2,0,-1,-1,2025-07-12 00:00:25.431937
80.97,0,0,1,0,2025-07-12 00:00:26.304371
81.19,None,None,None,None,2025-07-12 00:00:27.176402
81.08,None,None,None,None,2025-07-12 00:00:28.049443
81.08,None,None,None,None,2025-07-12 00:00:28.923074
81.19,None,None,None,None,2025-07-12 00:00:29.793071
80.97,1,0,-6,-1,2025-07-12 00:00:30.664654
81.08,3,0,-2,1,2025-07-12 00:00:31.571097
81.19,0,0,-1,-1,2025-07-12 00:00:32.444433
80.97,None,None,None,None,2025-07-12 00:00:33.317580
81.19,None,None,None,None,2025-07-12 00:00:34.185958
80.97,3,0,-6,-1,2025-07-12 00:00:35.056477
81.08,None,None,None,None,2025-07-12 00:00:35.929957
81.19,3,0,1,2,2025-07-12 00:00:36.799265
80.97,1,0,-4,-2,2025-07-12 00:00:37.673091
81.08,1,-1,-4,-2,2025-07-12 00:00:38.560859
81.19,None,None,None,None,2025-07-12 00:00:39.434102
81.08,None,None,None,None,2025-07-12 00:00:40.305931
81.08,1,0,-2,-1,2025-07-12 00:00:41.177413
81.19,None,None,None,None,2025-07-12 00:00:42.061159
80.86,1,0,3,-1,2025-07-12 00:00:42.944490
81.19,None,None,None,None,2025-07-12 00:00:43.818653
81.08,None,None,None,None,2025-07-12 00:00:44.688893
81.08,None,None,None,None,2025-07-12 00:00:45.582671
