心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
0,None,None,None,None,2025-07-12 14:57:54.433115
76.63,None,None,None,None,2025-07-12 14:57:55.539399
81.08,None,None,None,None,2025-07-12 14:57:56.593077
80.97,None,None,None,None,2025-07-12 14:57:57.631570
81.3,None,None,None,None,2025-07-12 14:57:58.715271
81.08,None,None,None,None,2025-07-12 14:57:59.771728
80.97,None,None,None,None,2025-07-12 14:58:00.827915
81.08,None,None,None,None,2025-07-12 14:58:01.879131
81.19,None,None,None,None,2025-07-12 14:58:02.958965
80.97,None,None,None,None,2025-07-12 14:58:04.003429
81.08,None,None,None,None,2025-07-12 14:58:05.051173
81.19,None,None,None,None,2025-07-12 14:58:06.109419
80.97,None,None,None,None,2025-07-12 14:58:07.293505
81.08,None,None,None,None,2025-07-12 14:58:08.346460
81.3,5,0,-6,-1,2025-07-12 14:58:09.391122
80.97,5,0,-6,-1,2025-07-12 14:58:10.443271
81.08,5,0,-6,-1,2025-07-12 14:58:11.539413
81.08,5,0,-6,-1,2025-07-12 14:58:12.648762
81.08,5,0,-6,-1,2025-07-12 14:58:13.704610
81.08,5,0,-6,-1,2025-07-12 14:58:14.759645
81.08,5,0,-6,-1,2025-07-12 14:58:15.853325
81.08,5,0,-6,-1,2025-07-12 14:58:16.915136
81.08,5,0,-6,-1,2025-07-12 14:58:17.971032
81.08,None,None,None,None,2025-07-12 14:58:19.036447
80.97,None,None,None,None,2025-07-12 14:58:20.111755
81.3,None,None,None,None,2025-07-12 14:58:21.152490
81.08,None,None,None,None,2025-07-12 14:58:22.205262
80.97,None,None,None,None,2025-07-12 14:58:23.256887
81.08,None,None,None,None,2025-07-12 14:58:24.400833
81.19,None,None,None,None,2025-07-12 14:58:25.449529
80.97,None,None,None,None,2025-07-12 14:58:26.499965
81.08,None,None,None,None,2025-07-12 14:58:27.561839
81.19,None,None,None,None,2025-07-12 14:58:28.612412
80.97,None,None,None,None,2025-07-12 14:58:29.658606
81.08,None,None,None,None,2025-07-12 14:58:30.704083
81.3,None,None,None,None,2025-07-12 14:58:31.745058
80.97,None,None,None,None,2025-07-12 14:58:32.792585
81.08,-1,0,-2,0,2025-07-12 14:58:33.884312
80.97,5,0,1,0,2025-07-12 14:58:35.007748
81.19,0,-1,2,-1,2025-07-12 14:58:36.059053
81.08,2,-1,-3,-1,2025-07-12 14:58:37.110076
80.97,5,0,-1,0,2025-07-12 14:58:38.186944
81.19,0,0,0,0,2025-07-12 14:58:39.232833
81.08,None,None,None,None,2025-07-12 14:58:40.287923
80.97,None,None,None,None,2025-07-12 14:58:41.346897
81.08,None,None,None,None,2025-07-12 14:58:42.404896
81.3,None,None,None,None,2025-07-12 14:58:43.462266
80.97,None,None,None,None,2025-07-12 14:58:44.519872
81.08,None,None,None,None,2025-07-12 14:58:45.565909
81.19,None,None,None,None,2025-07-12 14:58:46.617808
80.97,None,None,None,None,2025-07-12 14:58:47.659255
81.08,3,-2,11,-2,2025-07-12 14:58:48.715436
81.08,-1,0,0,0,2025-07-12 14:58:49.761467
81.08,None,None,None,None,2025-07-12 14:58:50.817323
81.08,2,1,12,1,2025-07-12 14:58:51.906010
81.08,0,0,8,0,2025-07-12 14:58:53.024787
81.19,0,0,-4,0,2025-07-12 14:58:54.092581
81.08,None,None,None,None,2025-07-12 14:58:55.147624
81.08,None,None,None,None,2025-07-12 14:58:56.251938
81.08,None,None,None,None,2025-07-12 14:58:57.307233
