心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
0,None,None,None,None,2025-07-12 14:53:55.496633
76.63,None,None,None,None,2025-07-12 14:53:56.559806
81.08,0,0,-6,-1,2025-07-12 14:53:57.655835
80.97,None,None,None,None,2025-07-12 14:53:58.707258
81.08,-1,0,-6,-1,2025-07-12 14:53:59.781009
81.3,-1,0,-6,-1,2025-07-12 14:54:00.834919
80.97,-1,0,-6,-1,2025-07-12 14:54:01.886412
81.08,None,None,None,None,2025-07-12 14:54:03.001720
81.08,0,0,-4,0,2025-07-12 14:54:04.080703
81.08,None,None,None,None,2025-07-12 14:54:05.136116
81.08,None,None,None,None,2025-07-12 14:54:06.188958
81.08,6,0,-3,-1,2025-07-12 14:54:07.237528
80.97,4,0,-4,0,2025-07-12 14:54:08.279402
81.08,2,0,0,0,2025-07-12 14:54:09.325911
81.19,None,None,None,None,2025-07-12 14:54:10.383731
80.97,None,None,None,None,2025-07-12 14:54:11.433379
81.08,-2,-1,0,0,2025-07-12 14:54:12.479854
81.08,0,0,0,0,2025-07-12 14:54:13.574934
81.19,None,None,None,None,2025-07-12 14:54:14.635427
81.08,0,-2,1,-1,2025-07-12 14:54:15.679818
81.08,0,0,0,0,2025-07-12 14:54:16.761262
80.97,0,0,0,0,2025-07-12 14:54:17.810483
81.08,None,None,None,None,2025-07-12 14:54:18.870601
81.19,0,0,0,0,2025-07-12 14:54:19.912032
80.97,2,-1,-5,-1,2025-07-12 14:54:21.005678
81.08,None,None,None,None,2025-07-12 14:54:22.053010
81.08,1,0,-9,1,2025-07-12 14:54:23.102326
80.97,1,0,-4,1,2025-07-12 14:54:24.154918
81.19,6,-1,-4,1,2025-07-12 14:54:25.248742
80.97,5,0,-6,0,2025-07-12 14:54:26.302486
81.08,None,None,None,None,2025-07-12 14:54:27.463743
81.08,None,None,None,None,2025-07-12 14:54:28.519025
81.19,None,None,None,None,2025-07-12 14:54:29.597804
80.97,3,-1,7,-1,2025-07-12 14:54:30.641894
81.08,0,0,10,-2,2025-07-12 14:54:31.697116
80.97,-1,0,-1,0,2025-07-12 14:54:32.749248
81.3,None,None,None,None,2025-07-12 14:54:33.826405
81.08,10,0,5,-1,2025-07-12 14:54:34.879178
80.97,10,0,5,-1,2025-07-12 14:54:35.933781
81.08,None,None,None,None,2025-07-12 14:54:36.994049
81.19,None,None,None,None,2025-07-12 14:54:38.084885
80.97,None,None,None,None,2025-07-12 14:54:39.201218
81.08,12,1,5,-1,2025-07-12 14:54:40.247702
81.08,-1,-1,7,-1,2025-07-12 14:54:41.352771
80.97,-1,0,-1,1,2025-07-12 14:54:42.460356
81.19,3,-1,8,0,2025-07-12 14:54:43.505396
81.08,9,1,0,0,2025-07-12 14:54:44.549707
80.97,0,-2,0,0,2025-07-12 14:54:45.590703
81.08,None,None,None,None,2025-07-12 14:54:46.643365
81.3,None,None,None,None,2025-07-12 14:54:47.693462
80.97,8,0,-7,1,2025-07-12 14:54:48.744791
81.08,None,None,None,None,2025-07-12 14:54:49.796753
81.08,None,None,None,None,2025-07-12 14:54:50.840407
81.08,0,0,0,-1,2025-07-12 14:54:51.977159
81.08,7,0,-6,0,2025-07-12 14:54:53.029489
81.08,6,1,-8,0,2025-07-12 14:54:54.090826
80.97,None,None,None,None,2025-07-12 14:54:55.141507
81.19,None,None,None,None,2025-07-12 14:54:56.237187
80.97,None,None,None,None,2025-07-12 14:54:57.356181
81.08,5,0,5,-1,2025-07-12 14:54:58.414553
81.08,None,None,None,None,2025-07-12 14:54:59.477664
80.97,None,None,None,None,2025-07-12 14:55:00.519901
81.3,None,None,None,None,2025-07-12 14:55:01.564899
81.08,12,0,-9,0,2025-07-12 14:55:02.646638
80.97,-3,-2,-1,0,2025-07-12 14:55:03.773947
81.08,-4,-2,10,1,2025-07-12 14:55:04.825547
81.19,3,-1,4,-1,2025-07-12 14:55:05.894055
80.97,None,None,None,None,2025-07-12 14:55:06.941761
81.08,-1,-2,0,0,2025-07-12 14:55:07.993222
81.08,-5,-3,9,0,2025-07-12 14:55:09.041801
81.08,3,-1,6,-1,2025-07-12 14:55:10.125870
81.08,None,None,None,None,2025-07-12 14:55:11.239446
81.08,8,-1,-3,0,2025-07-12 14:55:12.290550
80.97,None,None,None,None,2025-07-12 14:55:13.353548
81.3,10,0,6,2,2025-07-12 14:55:14.427427
0,1,-1,3,-1,2025-07-12 14:55:15.470760
40.51,None,None,None,None,2025-07-12 14:55:16.532596
0,None,None,None,None,2025-07-12 14:55:17.586870
40.57,6,0,-3,-1,2025-07-12 14:55:18.736199
0,-1,-1,0,0,2025-07-12 14:55:19.856730
40.51,2,-1,-8,0,2025-07-12 14:55:20.914947
0,8,0,-9,0,2025-07-12 14:55:21.965278
40.54,6,1,-2,1,2025-07-12 14:55:23.041132
0,None,None,None,None,2025-07-12 14:55:24.099214
40.57,None,None,None,None,2025-07-12 14:55:25.157299
80.97,None,None,None,None,2025-07-12 14:55:26.254173
81.19,-1,0,-8,-1,2025-07-12 14:55:27.373070
81.08,None,None,None,None,2025-07-12 14:55:28.428332
0,None,None,None,None,2025-07-12 14:55:29.501581
40.51,None,None,None,None,2025-07-12 14:55:30.549376
0,None,None,None,None,2025-07-12 14:55:31.599715
40.54,None,None,None,None,2025-07-12 14:55:32.681624
0,None,None,None,None,2025-07-12 14:55:33.801845
0,None,None,None,None,2025-07-12 14:55:34.849141
0,None,None,None,None,2025-07-12 14:55:35.900767
0,None,None,None,None,2025-07-12 14:55:36.975326
0,4,0,-8,0,2025-07-12 14:55:38.024755
0,4,0,-8,0,2025-07-12 14:55:39.084461
0,None,None,None,None,2025-07-12 14:55:40.133827
0,-1,0,2,0,2025-07-12 14:55:41.222442
