心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
0,None,None,None,None,2025-07-17 14:49:44.743049
0,None,None,None,None,2025-07-17 14:49:45.894200
0,None,None,None,None,2025-07-17 14:49:47.037206
78.43,None,None,None,None,2025-07-17 14:49:48.151759
80.86,None,None,None,None,2025-07-17 14:49:49.229900
80.86,-4,0,-3,0,2025-07-17 14:49:50.277268
80.97,None,None,None,None,2025-07-17 14:49:51.363083
82.99,None,None,None,None,2025-07-17 14:49:52.505224
81.08,None,None,None,None,2025-07-17 14:49:53.648995
82.99,None,None,None,None,2025-07-17 14:49:54.797457
81.08,None,None,None,None,2025-07-17 14:49:55.976174
82.99,14,-2,-2,2,2025-07-17 14:49:57.114141
80.97,3,3,-5,2,2025-07-17 14:49:58.258578
82.99,-1,2,-9,1,2025-07-17 14:49:59.404013
80.97,None,None,None,None,2025-07-17 14:50:00.553910
83.1,15,-1,-4,2,2025-07-17 14:50:01.699144
82.99,None,None,None,None,2025-07-17 14:50:02.848757
81.08,None,None,None,None,2025-07-17 14:50:03.987446
82.99,None,None,None,None,2025-07-17 14:50:05.137047
81.08,None,None,None,None,2025-07-17 14:50:06.301644
80.75,None,None,None,None,2025-07-17 14:50:07.442609
80.97,None,None,None,None,2025-07-17 14:50:08.589377
80.86,None,None,None,None,2025-07-17 14:50:09.732254
80.97,None,None,None,None,2025-07-17 14:50:10.883413
82.99,None,None,None,None,2025-07-17 14:50:12.048867
80.97,-1,-1,-2,0,2025-07-17 14:50:13.195757
83.22,-1,4,-4,2,2025-07-17 14:50:14.335880
82.99,8,-1,0,1,2025-07-17 14:50:15.486999
80.97,4,2,0,2,2025-07-17 14:50:16.636108
83.22,-9,-2,-4,1,2025-07-17 14:50:17.754790
82.99,1,2,-1,3,2025-07-17 14:50:18.836999
80.86,-8,-1,-3,1,2025-07-17 14:50:19.984368
83.33,-2,2,-2,1,2025-07-17 14:50:21.127895
83.1,8,2,1,1,2025-07-17 14:50:22.288614
0,-3,-5,-1,3,2025-07-17 14:50:23.435821
0,-2,-1,1,-1,2025-07-17 14:50:24.610503
0,8,0,-1,3,2025-07-17 14:50:25.729125
0,8,0,-1,3,2025-07-17 14:50:27.551238
0,8,0,-1,3,2025-07-17 14:50:28.904198
0,8,0,-1,3,2025-07-17 14:50:30.257797
0,-3,-1,-4,1,2025-07-17 14:50:31.415652
0,8,2,-2,3,2025-07-17 14:50:32.548634
0,-1,-3,-3,1,2025-07-17 14:50:33.691250
0,-1,-3,-3,1,2025-07-17 14:50:34.765838
