心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
None,None,None,None,None,2025-07-06 11:46:50.983266
None,None,None,None,None,2025-07-06 11:46:51.933785
None,5,0,-5,2,2025-07-06 11:46:52.840252
None,5,1,-3,1,2025-07-06 11:47:06.917296
None,None,None,None,None,2025-07-06 11:47:07.836449
None,5,1,-3,1,2025-07-06 11:47:08.654482
None,6,0,-5,0,2025-07-06 11:47:09.542493
None,8,0,-9,0,2025-07-06 11:47:10.390345
None,0,2,-2,1,2025-07-06 11:47:11.236779
None,4,0,-4,1,2025-07-06 11:47:12.084938
None,6,2,0,-2,2025-07-06 11:47:40.212622
