心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
80.97,None,None,None,None,2025-07-11 20:37:27.329545
81.19,None,None,None,None,2025-07-11 20:37:28.152945
81.08,None,None,None,None,2025-07-11 20:37:28.968996
83.22,2,0,-1,-2,2025-07-11 20:37:29.787180
81.3,1,0,3,-1,2025-07-11 20:37:30.599062
76.82,None,None,None,None,2025-07-11 20:37:31.462720
81.19,None,None,None,None,2025-07-11 20:37:32.282545
81.19,3,0,4,-2,2025-07-11 20:37:33.096742
80.86,1,0,2,-1,2025-07-11 20:37:33.910858
83.33,0,0,4,0,2025-07-11 20:37:34.748297
84.63,0,0,4,0,2025-07-11 20:37:35.532384
82.08,None,None,None,None,2025-07-11 20:37:36.351816
71.51,None,None,None,None,2025-07-11 20:37:37.140320
81.19,1,-1,-4,-1,2025-07-11 20:37:37.964308
83.22,None,None,None,None,2025-07-11 20:37:38.784855
81.08,0,0,3,0,2025-07-11 20:37:39.600114
83.22,0,-1,0,-1,2025-07-11 20:37:40.415737
68.18,0,0,1,-1,2025-07-11 20:37:41.248357
