心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
0,None,None,None,None,2025-07-20 23:19:50.244876
0,None,None,None,None,2025-07-20 23:19:51.182645
0,None,None,None,None,2025-07-20 23:19:52.130321
0,None,None,None,None,2025-07-20 23:19:53.061319
0,None,None,None,None,2025-07-20 23:19:53.986612
0,None,None,None,None,2025-07-20 23:19:54.917505
0,None,None,None,None,2025-07-20 23:19:55.805426
0,None,None,None,None,2025-07-20 23:19:56.728439
0,None,None,None,None,2025-07-20 23:19:57.652268
80.97,None,None,None,None,2025-07-20 23:19:58.644624
80.86,None,None,None,None,2025-07-20 23:19:59.566578
