心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
None,None,None,None,None,2025-07-12 00:18:56.963422
None,4,0,5,-1,2025-07-12 00:18:57.850357
None,2,0,3,0,2025-07-12 00:18:58.730751
None,None,None,None,None,2025-07-12 00:18:59.610951
None,None,None,None,None,2025-07-12 00:19:00.558200
81.08,1,0,1,-1,2025-07-12 00:19:02.000811
81.08,1,0,1,-1,2025-07-12 00:19:02.888074
None,1,0,1,-1,2025-07-12 00:19:03.982008
None,1,0,1,-1,2025-07-12 00:19:05.186205
None,1,0,1,-1,2025-07-12 00:19:06.387708
None,0,0,2,0,2025-07-12 00:19:07.591810
None,None,None,None,None,2025-07-12 00:19:08.794939
None,3,0,0,1,2025-07-12 00:19:09.995847
None,0,0,0,0,2025-07-12 00:19:11.199792
None,0,0,3,0,2025-07-12 00:19:12.400285
None,0,0,3,0,2025-07-12 00:19:13.604922
None,0,0,1,0,2025-07-12 00:19:14.808529
None,None,None,None,None,2025-07-12 00:19:16.008823
None,0,0,1,-1,2025-07-12 00:19:17.212120
None,None,None,None,None,2025-07-12 00:19:18.413154
None,None,None,None,None,2025-07-12 00:19:19.617169
None,0,0,2,-1,2025-07-12 00:19:20.821437
None,0,0,-1,-1,2025-07-12 00:19:22.020409
None,0,0,-1,0,2025-07-12 00:19:23.224306
None,None,None,None,None,2025-07-12 00:19:24.425946
None,1,-1,3,0,2025-07-12 00:19:25.629027
None,0,0,-1,-1,2025-07-12 00:19:26.833564
None,3,0,-5,-1,2025-07-12 00:19:28.038552
None,3,0,-1,-1,2025-07-12 00:19:29.241173
None,None,None,None,None,2025-07-12 00:19:30.442910
None,None,None,None,None,2025-07-12 00:19:31.646864
None,0,0,0,0,2025-07-12 00:19:32.846082
None,None,None,None,None,2025-07-12 00:19:34.050902
None,None,None,None,None,2025-07-12 00:19:35.254698
None,0,0,2,-1,2025-07-12 00:19:36.455366
None,None,None,None,None,2025-07-12 00:19:37.658750
None,3,0,1,-1,2025-07-12 00:19:38.863558
None,2,0,1,-1,2025-07-12 00:19:40.063985
None,0,0,1,-2,2025-07-12 00:19:41.266796
None,0,0,0,-1,2025-07-12 00:19:42.471912
None,0,0,-1,-1,2025-07-12 00:19:43.671523
None,None,None,None,None,2025-07-12 00:19:44.876605
None,None,None,None,None,2025-07-12 00:19:46.076165
None,None,None,None,None,2025-07-12 00:19:47.279562
None,None,None,None,None,2025-07-12 00:19:48.484516
None,None,None,None,None,2025-07-12 00:19:49.685556
None,0,0,0,0,2025-07-12 00:19:50.888842
None,1,-1,-5,-2,2025-07-12 00:19:52.094024
None,None,None,None,None,2025-07-12 00:19:53.292483
None,0,0,-3,-1,2025-07-12 00:19:54.497657
None,None,None,None,None,2025-07-12 00:19:55.702184
None,None,None,None,None,2025-07-12 00:19:56.902543
None,None,None,None,None,2025-07-12 00:19:58.107051
None,None,None,None,None,2025-07-12 00:19:59.310162
None,None,None,None,None,2025-07-12 00:20:00.509624
None,None,None,None,None,2025-07-12 00:20:01.714265
None,1,-1,-1,-1,2025-07-12 00:20:02.914855
None,0,0,-1,0,2025-07-12 00:20:04.119567
None,None,None,None,None,2025-07-12 00:20:05.322276
None,None,None,None,None,2025-07-12 00:20:06.523233
None,0,0,0,2,2025-07-12 00:20:07.727281
None,None,None,None,None,2025-07-12 00:20:08.931346
None,3,0,-1,-1,2025-07-12 00:20:10.130965
None,None,None,None,None,2025-07-12 00:20:11.335622
None,None,None,None,None,2025-07-12 00:20:12.540071
None,None,None,None,None,2025-07-12 00:20:13.740704
None,None,None,None,None,2025-07-12 00:20:14.945288
None,None,None,None,None,2025-07-12 00:20:16.143997
None,None,None,None,None,2025-07-12 00:20:17.347754
None,None,None,None,None,2025-07-12 00:20:18.552529
None,None,None,None,None,2025-07-12 00:20:19.752202
None,None,None,None,None,2025-07-12 00:20:20.956873
None,None,None,None,None,2025-07-12 00:20:22.157906
None,None,None,None,None,2025-07-12 00:20:23.361681
None,3,0,2,-2,2025-07-12 00:20:24.565167
None,None,None,None,None,2025-07-12 00:20:25.764907
None,None,None,None,None,2025-07-12 00:20:26.970383
None,None,None,None,None,2025-07-12 00:20:28.174025
None,None,None,None,None,2025-07-12 00:20:29.373837
None,1,0,-2,-2,2025-07-12 00:20:30.579426
None,0,0,1,-1,2025-07-12 00:20:31.782338
None,0,0,1,-1,2025-07-12 00:20:32.983522
None,1,-1,-3,-1,2025-07-12 00:20:34.187899
None,2,0,-4,-3,2025-07-12 00:20:35.390325
None,None,None,None,None,2025-07-12 00:20:36.591355
None,0,0,2,0,2025-07-12 00:20:37.791948
None,4,0,0,-1,2025-07-12 00:20:38.995939
None,None,None,None,None,2025-07-12 00:20:40.199730
None,1,-1,2,0,2025-07-12 00:20:41.399307
None,0,0,2,0,2025-07-12 00:20:42.604693
None,0,0,1,0,2025-07-12 00:20:43.807956
None,2,0,-5,0,2025-07-12 00:20:45.008729
None,None,None,None,None,2025-07-12 00:20:46.211894
None,None,None,None,None,2025-07-12 00:20:47.417142
None,2,0,-4,0,2025-07-12 00:20:48.617547
None,2,0,-3,1,2025-07-12 00:20:49.820381
None,0,0,3,-1,2025-07-12 00:20:51.025858
None,3,0,-1,1,2025-07-12 00:20:52.229490
None,None,None,None,None,2025-07-12 00:20:53.417343
None,1,-1,-1,-1,2025-07-12 00:20:54.620492
