心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
0,None,None,None,None,2025-07-20 23:00:57.048046
0,None,None,None,None,2025-07-20 23:00:57.976408
0,None,None,None,None,2025-07-20 23:00:58.921232
76.43,None,None,None,None,2025-07-20 23:00:59.810859
80.86,None,None,None,None,2025-07-20 23:01:00.734193
80.86,None,None,None,None,2025-07-20 23:01:01.627036
83.22,None,None,None,None,2025-07-20 23:01:02.517447
82.99,None,None,None,None,2025-07-20 23:01:03.435970
80.97,None,None,None,None,2025-07-20 23:01:04.356407
83.22,None,None,None,None,2025-07-20 23:01:05.281179
82.99,None,None,None,None,2025-07-20 23:01:06.172193
80.97,None,None,None,None,2025-07-20 23:01:07.104649
80.75,None,None,None,None,2025-07-20 23:01:08.001911
83.33,None,None,None,None,2025-07-20 23:01:08.928172
82.99,None,None,None,None,2025-07-20 23:01:09.851858
80.86,None,None,None,None,2025-07-20 23:01:10.772764
80.97,None,None,None,None,2025-07-20 23:01:11.705393
80.75,None,None,None,None,2025-07-20 23:01:12.632762
83.33,None,None,None,None,2025-07-20 23:01:13.556105
82.99,None,None,None,None,2025-07-20 23:01:14.477881
80.86,None,None,None,None,2025-07-20 23:01:15.407307
80.97,None,None,None,None,2025-07-20 23:01:16.303552
80.75,None,None,None,None,2025-07-20 23:01:17.225099
80.97,None,None,None,None,2025-07-20 23:01:18.153950
83.22,None,None,None,None,2025-07-20 23:01:19.079990
80.86,None,None,None,None,2025-07-20 23:01:20.008715
82.99,None,None,None,None,2025-07-20 23:01:20.929303
80.97,None,None,None,None,2025-07-20 23:01:21.849957
80.86,None,None,None,None,2025-07-20 23:01:22.772650
80.97,None,None,None,None,2025-07-20 23:01:23.702539
80.75,None,None,None,None,2025-07-20 23:01:24.641361
83.1,None,None,None,None,2025-07-20 23:01:25.563866
80.86,None,None,None,None,2025-07-20 23:01:26.483789
80.97,3,2,-5,1,2025-07-20 23:01:27.372363
80.86,3,2,-5,1,2025-07-20 23:01:28.302376
80.97,3,2,-5,1,2025-07-20 23:01:29.224538
82.99,3,2,-5,1,2025-07-20 23:01:30.144842
80.97,3,2,-5,1,2025-07-20 23:01:31.062752
80.75,3,2,-5,1,2025-07-20 23:01:31.982475
80.97,3,2,-5,1,2025-07-20 23:01:32.912785
80.86,3,2,-5,1,2025-07-20 23:01:33.837764
80.97,3,2,-5,1,2025-07-20 23:01:34.768341
80.86,3,2,-5,1,2025-07-20 23:01:35.697956
83.1,3,2,-5,1,2025-07-20 23:01:36.621173
80.75,3,2,-5,1,2025-07-20 23:01:37.545302
80.97,3,2,-5,1,2025-07-20 23:01:38.467767
80.97,3,2,-5,1,2025-07-20 23:01:39.389333
80.75,3,2,-5,1,2025-07-20 23:01:40.318406
80.97,None,None,None,None,2025-07-20 23:01:41.238031
80.86,None,None,None,None,2025-07-20 23:01:42.128178
80.86,None,None,None,None,2025-07-20 23:01:43.045458
83.22,None,None,None,None,2025-07-20 23:01:43.974167
82.99,None,None,None,None,2025-07-20 23:01:44.906071
80.97,None,None,None,None,2025-07-20 23:01:45.838029
80.86,None,None,None,None,2025-07-20 23:01:46.719750
80.86,None,None,None,None,2025-07-20 23:01:47.642202
0,None,None,None,None,2025-07-20 23:01:48.568350
0,None,None,None,None,2025-07-20 23:01:49.537607
0,None,None,None,None,2025-07-20 23:01:50.429493
0,None,None,None,None,2025-07-20 23:01:51.357669
0,None,None,None,None,2025-07-20 23:01:52.261643
0,None,None,None,None,2025-07-20 23:01:53.198375
0,None,None,None,None,2025-07-20 23:01:54.127009
0,None,None,None,None,2025-07-20 23:01:55.050799
0,None,None,None,None,2025-07-20 23:01:55.973420
0,None,None,None,None,2025-07-20 23:01:56.897265
0,None,None,None,None,2025-07-20 23:01:57.830362
0,None,None,None,None,2025-07-20 23:01:58.758318
0,None,None,None,None,2025-07-20 23:01:59.645422
0,None,None,None,None,2025-07-20 23:02:00.534810
0,None,None,None,None,2025-07-20 23:02:01.435772
0,None,None,None,None,2025-07-20 23:02:02.396823
0,None,None,None,None,2025-07-20 23:02:03.321024
0,None,None,None,None,2025-07-20 23:02:04.245560
0,None,None,None,None,2025-07-20 23:02:05.169934
0,None,None,None,None,2025-07-20 23:02:06.059866
0,None,None,None,None,2025-07-20 23:02:06.987058
0,None,None,None,None,2025-07-20 23:02:07.879793
0,None,None,None,None,2025-07-20 23:02:08.806506
0,None,None,None,None,2025-07-20 23:02:09.730183
0,None,None,None,None,2025-07-20 23:02:10.619882
0,None,None,None,None,2025-07-20 23:02:11.508332
0,None,None,None,None,2025-07-20 23:02:12.433899
0,0,2,-1,2,2025-07-20 23:02:13.326123
0,-1,2,-3,1,2025-07-20 23:02:14.252265
0,2,1,-3,-2,2025-07-20 23:02:15.174638
0,3,2,0,1,2025-07-20 23:02:16.069777
0,2,1,-2,1,2025-07-20 23:02:16.996634
0,8,-1,-3,1,2025-07-20 23:02:17.923302
0,3,2,0,2,2025-07-20 23:02:18.849396
0,4,1,1,2,2025-07-20 23:02:19.767997
0,-4,-2,-6,0,2025-07-20 23:02:20.696444
0,-4,-2,-6,0,2025-07-20 23:02:21.625293
83.1,-4,-2,-6,0,2025-07-20 23:02:22.549124
0,-4,-2,-6,0,2025-07-20 23:02:23.479098
0,-4,-2,-6,0,2025-07-20 23:02:24.405639
0,-4,-2,-6,0,2025-07-20 23:02:25.337386
0,-4,-2,-6,0,2025-07-20 23:02:26.234420
0,-4,-2,-6,0,2025-07-20 23:02:27.158474
0,-4,-2,-6,0,2025-07-20 23:02:28.084534
