心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
None,None,None,None,None,2025-07-11 22:33:57.512407
76.53,None,None,None,None,2025-07-11 22:33:58.403860
81.19,None,None,None,None,2025-07-11 22:33:59.257353
81.08,None,None,None,None,2025-07-11 22:34:00.155211
80.97,None,None,None,None,2025-07-11 22:34:01.003556
81.19,None,None,None,None,2025-07-11 22:34:01.918990
81.08,None,None,None,None,2025-07-11 22:34:02.800064
81.19,None,None,None,None,2025-07-11 22:34:03.684240
80.97,None,None,None,None,2025-07-11 22:34:04.565087
81.08,None,None,None,None,2025-07-11 22:34:05.443095
81.08,0,0,0,0,2025-07-11 22:34:06.292013
81.19,None,None,None,None,2025-07-11 22:34:07.175822
81.08,None,None,None,None,2025-07-11 22:34:08.053427
80.97,3,0,0,0,2025-07-11 22:34:08.932746
81.19,3,0,0,0,2025-07-11 22:34:09.797622
81.08,None,None,None,None,2025-07-11 22:34:10.680510
80.97,None,None,None,None,2025-07-11 22:34:11.570897
81.19,4,0,2,-1,2025-07-11 22:34:12.416579
81.08,1,0,1,-1,2025-07-11 22:34:13.298335
80.97,1,0,1,-1,2025-07-11 22:34:14.183477
81.19,4,0,3,-1,2025-07-11 22:34:15.064316
None,None,None,None,None,2025-07-11 22:34:15.953440
None,None,None,None,None,2025-07-11 22:34:17.960293
None,0,0,0,0,2025-07-11 22:34:19.965495
None,None,None,None,None,2025-07-11 22:34:21.969781
None,0,0,0,-1,2025-07-11 22:34:23.985799
None,0,0,2,0,2025-07-11 22:34:25.994982
None,None,None,None,None,2025-07-11 22:34:28.012329
None,0,0,1,-1,2025-07-11 22:34:30.027512
None,0,0,3,0,2025-07-11 22:34:32.035112
None,None,None,None,None,2025-07-11 22:34:34.043342
None,None,None,None,None,2025-07-11 22:34:36.048943
None,None,None,None,None,2025-07-11 22:34:38.052773
None,None,None,None,None,2025-07-11 22:34:40.058141
None,None,None,None,None,2025-07-11 22:34:42.072387
None,None,None,None,None,2025-07-11 22:34:44.076322
None,None,None,None,None,2025-07-11 22:34:46.088678
None,None,None,None,None,2025-07-11 22:34:48.100930
