心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
None,None,None,None,None,2025-07-12 00:16:45.999623
76.63,0,0,3,0,2025-07-12 00:16:46.884084
81.08,0,0,-1,-1,2025-07-12 00:16:47.774236
81.19,0,0,0,0,2025-07-12 00:16:48.655066
81.08,1,-1,3,0,2025-07-12 00:16:49.537001
81.08,0,0,1,-1,2025-07-12 00:16:50.431492
81.08,0,0,1,-1,2025-07-12 00:16:51.313409
81.08,0,0,2,0,2025-07-12 00:16:52.190037
81.08,None,None,None,None,2025-07-12 00:16:53.092956
81.08,2,0,1,1,2025-07-12 00:16:53.974823
81.08,3,0,4,0,2025-07-12 00:16:54.864904
81.3,1,0,2,1,2025-07-12 00:16:55.742939
80.97,0,0,1,0,2025-07-12 00:16:56.649215
81.08,2,0,1,0,2025-07-12 00:16:57.530950
81.19,0,0,2,-1,2025-07-12 00:16:58.414850
80.97,2,0,1,-1,2025-07-12 00:16:59.299777
81.08,3,0,-2,-1,2025-07-12 00:17:00.195458
81.19,None,None,None,None,2025-07-12 00:17:01.075917
80.97,0,0,2,0,2025-07-12 00:17:01.954401
81.19,0,0,3,-1,2025-07-12 00:17:02.840998
81.08,None,None,None,None,2025-07-12 00:17:03.721241
80.97,0,0,-1,-1,2025-07-12 00:17:04.599961
81.3,1,-1,2,-1,2025-07-12 00:17:05.479652
81.08,0,0,3,-1,2025-07-12 00:17:06.358682
81.08,0,0,0,-1,2025-07-12 00:17:07.242636
81.08,0,0,3,0,2025-07-12 00:17:08.119137
81.08,1,-1,2,-1,2025-07-12 00:17:08.999009
81.08,3,0,-1,-1,2025-07-12 00:17:09.892648
81.08,0,0,0,-1,2025-07-12 00:17:10.775656
81.08,3,0,0,0,2025-07-12 00:17:11.656081
81.19,1,-1,-3,-1,2025-07-12 00:17:12.533730
81.08,2,0,3,-1,2025-07-12 00:17:13.411392
81.19,None,None,None,None,2025-07-12 00:17:14.296748
80.97,None,None,None,None,2025-07-12 00:17:15.176946
81.08,0,0,-1,-1,2025-07-12 00:17:16.055287
81.19,1,-1,3,-1,2025-07-12 00:17:16.935758
80.97,None,None,None,None,2025-07-12 00:17:17.827206
81.08,None,None,None,None,2025-07-12 00:17:18.705117
81.3,None,None,None,None,2025-07-12 00:17:19.583096
80.97,None,None,None,None,2025-07-12 00:17:20.465429
81.19,None,None,None,None,2025-07-12 00:17:21.349158
81.08,2,0,4,-1,2025-07-12 00:17:22.226321
80.97,None,None,None,None,2025-07-12 00:17:23.104978
81.19,3,0,5,-1,2025-07-12 00:17:23.982380
81.08,1,-1,4,0,2025-07-12 00:17:24.860541
80.97,None,None,None,None,2025-07-12 00:17:25.744650
81.3,None,None,None,None,2025-07-12 00:17:26.632269
80.97,None,None,None,None,2025-07-12 00:17:27.529762
81.19,None,None,None,None,2025-07-12 00:17:28.409622
81.08,None,None,None,None,2025-07-12 00:17:29.290496
80.97,None,None,None,None,2025-07-12 00:17:30.169380
81.19,None,None,None,None,2025-07-12 00:17:31.047531
81.08,None,None,None,None,2025-07-12 00:17:31.927923
80.97,None,None,None,None,2025-07-12 00:17:32.810365
81.19,None,None,None,None,2025-07-12 00:17:33.692739
81.08,1,-1,3,-1,2025-07-12 00:17:34.610171
80.97,None,None,None,None,2025-07-12 00:17:35.497434
81.3,2,0,2,-1,2025-07-12 00:17:36.374675
81.08,0,0,0,0,2025-07-12 00:17:37.255208
81.08,2,0,1,-1,2025-07-12 00:17:38.145617
81.08,0,0,2,-1,2025-07-12 00:17:39.027596
81.08,None,None,None,None,2025-07-12 00:17:39.905760
81.08,1,0,2,-1,2025-07-12 00:17:40.800175
81.08,1,-1,-3,-1,2025-07-12 00:17:41.683763
81.3,None,None,None,None,2025-07-12 00:17:42.566130
80.97,3,0,5,-1,2025-07-12 00:17:43.443641
81.08,None,None,None,None,2025-07-12 00:17:44.336629
81.19,0,0,2,0,2025-07-12 00:17:45.215139
80.97,0,0,2,0,2025-07-12 00:17:46.096961
81.08,0,0,2,-1,2025-07-12 00:17:46.987102
81.19,0,0,1,-1,2025-07-12 00:17:47.867661
80.97,1,0,2,-3,2025-07-12 00:17:48.748001
81.3,0,0,3,0,2025-07-12 00:17:49.634825
81.08,2,0,-1,-1,2025-07-12 00:17:50.551981
80.97,0,0,2,-1,2025-07-12 00:17:51.428400
81.19,None,None,None,None,2025-07-12 00:17:52.308082
81.08,0,0,3,0,2025-07-12 00:17:53.196833
80.97,0,0,4,-1,2025-07-12 00:17:54.087717
81.19,0,0,4,0,2025-07-12 00:17:54.967764
81.08,1,-1,3,-1,2025-07-12 00:17:55.847703
80.97,1,-1,2,0,2025-07-12 00:17:56.748081
81.3,0,0,3,0,2025-07-12 00:17:57.628154
81.08,0,0,2,-1,2025-07-12 00:17:58.511972
81.08,3,0,-1,0,2025-07-12 00:17:59.391783
81.08,None,None,None,None,2025-07-12 00:18:00.285787
None,None,None,None,None,2025-07-12 00:18:01.166022
40.54,None,None,None,None,2025-07-12 00:18:02.047128
None,None,None,None,None,2025-07-12 00:18:02.937386
40.54,None,None,None,None,2025-07-12 00:18:03.817997
81.19,None,None,None,None,2025-07-12 00:18:04.698441
None,0,-1,-1,0,2025-07-12 00:18:05.583656
None,0,0,-3,1,2025-07-12 00:18:06.480393
None,None,None,None,None,2025-07-12 00:18:07.361903
None,3,0,1,-1,2025-07-12 00:18:08.240393
None,2,0,3,-2,2025-07-12 00:18:09.136245
None,1,0,1,-2,2025-07-12 00:18:10.016958
