心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
0,None,None,None,None,2025-07-21 10:24:45.782417
0,None,None,None,None,2025-07-21 10:24:46.642480
0,None,None,None,None,2025-07-21 10:24:47.537010
78.53,None,None,None,None,2025-07-21 10:24:48.432927
80.75,1,0,-1,0,2025-07-21 10:24:49.293776
81.08,None,None,None,None,2025-07-21 10:24:50.155250
83.1,None,None,None,None,2025-07-21 10:24:51.049641
83.1,3,1,-1,0,2025-07-21 10:24:51.940068
80.86,1,1,-4,0,2025-07-21 10:24:52.798262
80.97,1,1,-4,0,2025-07-21 10:24:53.654685
80.97,None,None,None,None,2025-07-21 10:24:54.545114
83.1,None,None,None,None,2025-07-21 10:24:55.436881
80.86,None,None,None,None,2025-07-21 10:24:56.329448
80.86,5,2,-9,-1,2025-07-21 10:24:57.157893
80.97,None,None,None,None,2025-07-21 10:24:58.049636
80.75,2,1,-3,1,2025-07-21 10:24:58.941571
80.97,-1,-3,-2,1,2025-07-21 10:24:59.832802
80.97,1,2,-9,1,2025-07-21 10:25:00.691228
83.1,None,None,None,None,2025-07-21 10:25:01.553040
80.86,None,None,None,None,2025-07-21 10:25:02.413017
83.1,None,None,None,None,2025-07-21 10:25:03.309232
80.97,6,0,2,-1,2025-07-21 10:25:04.166423
80.97,None,None,None,None,2025-07-21 10:25:05.023317
83.1,-2,-3,-10,-1,2025-07-21 10:25:05.878095
80.86,None,None,None,None,2025-07-21 10:25:06.734354
80.97,None,None,None,None,2025-07-21 10:25:07.593846
80.97,None,None,None,None,2025-07-21 10:25:08.451055
83.1,None,None,None,None,2025-07-21 10:25:09.307082
80.86,None,None,None,None,2025-07-21 10:25:10.166000
80.97,0,0,-4,0,2025-07-21 10:25:11.026287
82.99,None,None,None,None,2025-07-21 10:25:11.866369
80.97,None,None,None,None,2025-07-21 10:25:12.723001
80.86,3,-1,-6,-3,2025-07-21 10:25:13.583898
83.1,None,None,None,None,2025-07-21 10:25:14.443388
80.97,None,None,None,None,2025-07-21 10:25:15.302754
80.97,-3,0,-8,-1,2025-07-21 10:25:16.163531
80.75,2,-1,0,0,2025-07-21 10:25:17.022793
80.97,2,-1,-6,0,2025-07-21 10:25:17.882862
80.75,None,None,None,None,2025-07-21 10:25:18.771641
81.08,-3,-1,-8,-1,2025-07-21 10:25:19.669846
80.86,-1,0,-4,1,2025-07-21 10:25:20.529638
80.86,3,-2,-2,0,2025-07-21 10:25:21.387765
80.86,0,-1,-6,1,2025-07-21 10:25:22.247243
81.08,None,None,None,None,2025-07-21 10:25:23.136496
80.75,-3,1,-6,-1,2025-07-21 10:25:24.030704
80.97,-4,-1,10,-1,2025-07-21 10:25:24.890351
80.86,None,None,None,None,2025-07-21 10:25:25.782684
83.1,4,0,1,2,2025-07-21 10:25:26.648067
83.33,7,-2,-3,-1,2025-07-21 10:25:27.506938
80.65,None,None,None,None,2025-07-21 10:25:28.363004
81.08,None,None,None,None,2025-07-21 10:25:29.223656
80.86,-1,3,-9,-1,2025-07-21 10:25:30.118859
83.1,-1,-3,-12,-1,2025-07-21 10:25:31.012507
80.86,None,None,None,None,2025-07-21 10:25:31.871828
80.97,2,-1,-5,1,2025-07-21 10:25:32.735942
80.86,None,None,None,None,2025-07-21 10:25:33.627584
83.22,None,None,None,None,2025-07-21 10:25:34.488489
80.75,1,-2,-4,-1,2025-07-21 10:25:35.347329
81.08,3,1,1,-2,2025-07-21 10:25:36.207157
80.86,None,None,None,None,2025-07-21 10:25:37.063678
83.1,None,None,None,None,2025-07-21 10:25:37.923063
80.97,0,3,-15,-1,2025-07-21 10:25:38.780134
83.1,None,None,None,None,2025-07-21 10:25:39.669292
83.1,None,None,None,None,2025-07-21 10:25:40.566415
80.97,None,None,None,None,2025-07-21 10:25:41.423729
83.1,None,None,None,None,2025-07-21 10:25:42.283543
80.75,None,None,None,None,2025-07-21 10:25:43.136339
80.97,None,None,None,None,2025-07-21 10:25:44.039026
80.97,None,None,None,None,2025-07-21 10:25:44.931052
80.75,None,None,None,None,2025-07-21 10:25:45.826623
80.97,None,None,None,None,2025-07-21 10:25:46.684569
80.97,None,None,None,None,2025-07-21 10:25:47.577900
83.22,None,None,None,None,2025-07-21 10:25:48.470730
80.86,None,None,None,None,2025-07-21 10:25:49.366817
83.1,None,None,None,None,2025-07-21 10:25:50.224710
80.75,None,None,None,None,2025-07-21 10:25:51.118378
81.08,0,1,-7,2,2025-07-21 10:25:52.009028
80.86,None,None,None,None,2025-07-21 10:25:52.868778
83.1,None,None,None,None,2025-07-21 10:25:53.762962
80.97,None,None,None,None,2025-07-21 10:25:54.624534
83.1,0,-3,-6,1,2025-07-21 10:25:55.488676
80.97,0,1,-4,1,2025-07-21 10:25:56.347993
0,0,-3,-12,0,2025-07-21 10:25:57.238653
40.43,3,-1,-9,-1,2025-07-21 10:25:58.130292
80.75,-20,-4,-8,-1,2025-07-21 10:25:58.987250
81.08,2,3,1,-1,2025-07-21 10:25:59.848103
83.1,None,None,None,None,2025-07-21 10:26:00.709310
80.86,None,None,None,None,2025-07-21 10:26:01.600376
0,None,None,None,None,2025-07-21 10:26:02.460434
40.46,None,None,None,None,2025-07-21 10:26:03.320698
0,None,None,None,None,2025-07-21 10:26:04.180236
40.43,None,None,None,None,2025-07-21 10:26:05.038143
0,None,None,None,None,2025-07-21 10:26:05.901135
40.43,None,None,None,None,2025-07-21 10:26:06.754152
0,None,None,None,None,2025-07-21 10:26:07.620555
40.49,None,None,None,None,2025-07-21 10:26:08.479727
