心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
0,None,None,None,None,2025-07-19 15:13:10.722643
0,None,None,None,None,2025-07-19 15:13:11.705803
0,None,None,None,None,2025-07-19 15:13:12.693902
76.43,None,None,None,None,2025-07-19 15:13:13.676384
81.08,1,0,-3,-2,2025-07-19 15:13:14.625461
82.99,-1,0,-2,1,2025-07-19 15:13:15.578059
80.86,None,None,None,None,2025-07-19 15:13:16.571158
80.86,None,None,None,None,2025-07-19 15:13:17.588641
80.97,-4,-1,-5,0,2025-07-19 15:13:18.651377
80.97,None,None,None,None,2025-07-19 15:13:19.627013
82.99,None,None,None,None,2025-07-19 15:13:20.610345
80.97,None,None,None,None,2025-07-19 15:13:21.723323
81.08,None,None,None,None,2025-07-19 15:13:22.706697
82.99,None,None,None,None,2025-07-19 15:13:23.655636
80.86,None,None,None,None,2025-07-19 15:13:24.608969
80.97,0,-1,4,2,2025-07-19 15:13:25.591989
80.86,None,None,None,None,2025-07-19 15:13:26.544380
80.86,None,None,None,None,2025-07-19 15:13:27.490339
80.97,None,None,None,None,2025-07-19 15:13:28.441387
80.75,None,None,None,None,2025-07-19 15:13:29.392965
80.97,None,None,None,None,2025-07-19 15:13:30.339061
80.97,5,2,-1,-3,2025-07-19 15:13:31.288203
80.86,None,None,None,None,2025-07-19 15:13:32.237337
80.86,-7,-1,-3,0,2025-07-19 15:13:33.190287
80.86,None,None,None,None,2025-07-19 15:13:34.139284
80.97,10,-1,1,2,2025-07-19 15:13:35.090714
80.86,None,None,None,None,2025-07-19 15:13:36.075848
80.86,-8,-1,-9,0,2025-07-19 15:13:37.027661
80.97,1,1,-4,-1,2025-07-19 15:13:37.978045
80.86,None,None,None,None,2025-07-19 15:13:38.962758
80.86,None,None,None,None,2025-07-19 15:13:39.943704
80.97,None,None,None,None,2025-07-19 15:13:40.940735
80.86,None,None,None,None,2025-07-19 15:13:41.896756
81.08,-2,-1,0,3,2025-07-19 15:13:42.845011
82.99,3,2,-2,1,2025-07-19 15:13:43.831661
80.86,-2,-1,-1,0,2025-07-19 15:13:44.788596
80.86,None,None,None,None,2025-07-19 15:13:45.742198
80.97,None,None,None,None,2025-07-19 15:13:46.698193
80.97,0,-3,1,1,2025-07-19 15:13:47.794627
80.75,3,-2,2,0,2025-07-19 15:13:48.756781
80.97,None,None,None,None,2025-07-19 15:13:49.705628
80.86,0,2,-13,-1,2025-07-19 15:13:50.650178
80.86,None,None,None,None,2025-07-19 15:13:51.623072
80.97,None,None,None,None,2025-07-19 15:13:52.575654
80.86,8,0,-1,-3,2025-07-19 15:13:53.522645
80.86,3,1,2,2,2025-07-19 15:13:54.506576
80.97,2,1,-4,-2,2025-07-19 15:13:55.467879
80.86,None,None,None,None,2025-07-19 15:13:56.450719
80.97,-1,-2,1,0,2025-07-19 15:13:57.443722
80.75,None,None,None,None,2025-07-19 15:13:58.392592
80.97,2,1,0,1,2025-07-19 15:13:59.373122
80.97,-3,-2,-2,-1,2025-07-19 15:14:00.359484
80.75,-7,-2,4,-3,2025-07-19 15:14:01.340434
80.97,None,None,None,None,2025-07-19 15:14:02.292349
80.86,-4,1,-4,0,2025-07-19 15:14:03.271107
80.86,None,None,None,None,2025-07-19 15:14:04.253057
80.97,None,None,None,None,2025-07-19 15:14:05.197970
80.86,5,0,1,2,2025-07-19 15:14:06.184501
80.86,-2,-1,-5,0,2025-07-19 15:14:07.168822
80.97,None,None,None,None,2025-07-19 15:14:08.116305
80.86,0,1,-3,-2,2025-07-19 15:14:09.061322
81.08,None,None,None,None,2025-07-19 15:14:10.017110
82.99,None,None,None,None,2025-07-19 15:14:10.993888
80.86,None,None,None,None,2025-07-19 15:14:11.981789
81.08,None,None,None,None,2025-07-19 15:14:12.936634
82.99,-1,0,0,-2,2025-07-19 15:14:13.890226
80.97,None,None,None,None,2025-07-19 15:14:14.835794
80.75,None,None,None,None,2025-07-19 15:14:15.784377
80.97,None,None,None,None,2025-07-19 15:14:16.766394
81.08,None,None,None,None,2025-07-19 15:14:17.713233
82.99,None,None,None,None,2025-07-19 15:14:18.697014
80.86,6,-1,-2,0,2025-07-19 15:14:19.640879
0,5,0,1,0,2025-07-19 15:14:20.629481
40.46,None,None,None,None,2025-07-19 15:14:21.582372
0,0,1,-2,1,2025-07-19 15:14:22.527173
40.46,-2,-3,-3,0,2025-07-19 15:14:23.513670
0,None,None,None,None,2025-07-19 15:14:24.504415
40.43,1,-2,-2,-1,2025-07-19 15:14:25.455194
0,None,None,None,None,2025-07-19 15:14:26.443425
40.46,None,None,None,None,2025-07-19 15:14:27.390727
0,None,None,None,None,2025-07-19 15:14:28.371626
40.46,None,None,None,None,2025-07-19 15:14:29.358595
0,None,None,None,None,2025-07-19 15:14:30.308227
