心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
0,None,None,None,None,2025-07-19 14:18:08.912672
0,-2,-2,4,-4,2025-07-19 14:18:09.935553
0,None,None,None,None,2025-07-19 14:18:10.971460
76.43,-1,-1,0,-1,2025-07-19 14:18:11.945502
80.86,1,0,0,-1,2025-07-19 14:18:12.925145
80.86,-2,1,-4,1,2025-07-19 14:18:13.901683
80.97,-1,-1,-1,-3,2025-07-19 14:18:14.809830
83.1,10,0,-18,-1,2025-07-19 14:18:15.793437
83.1,6,0,0,-1,2025-07-19 14:18:16.770459
80.86,-4,-1,-12,1,2025-07-19 14:18:17.712866
80.86,None,None,None,None,2025-07-19 14:18:18.651895
80.86,9,-1,-10,-1,2025-07-19 14:18:19.591736
80.97,3,1,3,-1,2025-07-19 14:18:20.565454
80.75,-6,0,-7,-1,2025-07-19 14:18:21.539044
80.97,-6,0,-7,-1,2025-07-19 14:18:22.486986
80.75,None,None,None,None,2025-07-19 14:18:23.442353
80.97,None,None,None,None,2025-07-19 14:18:24.389575
80.86,-1,1,1,0,2025-07-19 14:18:25.367284
80.86,-1,0,-13,0,2025-07-19 14:18:26.341717
81.08,None,None,None,None,2025-07-19 14:18:27.321242
82.99,None,None,None,None,2025-07-19 14:18:28.305251
80.86,1,1,-1,0,2025-07-19 14:18:29.283005
80.86,1,1,-5,1,2025-07-19 14:18:30.269592
80.86,None,None,None,None,2025-07-19 14:18:31.250564
80.97,2,2,-4,1,2025-07-19 14:18:32.222510
82.99,0,1,-5,1,2025-07-19 14:18:33.202805
80.97,None,None,None,None,2025-07-19 14:18:34.185681
80.97,None,None,None,None,2025-07-19 14:18:35.165361
83.1,None,None,None,None,2025-07-19 14:18:36.140730
80.75,None,None,None,None,2025-07-19 14:18:37.124955
80.97,None,None,None,None,2025-07-19 14:18:38.106394
80.97,None,None,None,None,2025-07-19 14:18:39.088554
82.99,None,None,None,None,2025-07-19 14:18:40.062310
80.97,0,-2,0,0,2025-07-19 14:18:41.037634
83.1,-2,1,-1,-2,2025-07-19 14:18:42.015102
83.1,None,None,None,None,2025-07-19 14:18:42.989548
83.22,4,1,14,-3,2025-07-19 14:18:43.966263
83.22,None,None,None,None,2025-07-19 14:18:44.940660
82.99,None,None,None,None,2025-07-19 14:18:45.921286
80.86,None,None,None,None,2025-07-19 14:18:46.902849
83.1,None,None,None,None,2025-07-19 14:18:47.882788
83.33,5,1,1,0,2025-07-19 14:18:48.828251
83.1,7,2,-3,0,2025-07-19 14:18:49.768435
83.1,-1,1,-4,-1,2025-07-19 14:18:50.745858
82.99,-1,0,-1,0,2025-07-19 14:18:51.729807
80.86,None,None,None,None,2025-07-19 14:18:52.709878
83.22,None,None,None,None,2025-07-19 14:18:53.651980
83.22,None,None,None,None,2025-07-19 14:18:54.629512
83.1,None,None,None,None,2025-07-19 14:18:55.572013
82.99,None,None,None,None,2025-07-19 14:18:56.523845
80.86,None,None,None,None,2025-07-19 14:18:57.472952
80.86,None,None,None,None,2025-07-19 14:18:58.421444
81.08,None,None,None,None,2025-07-19 14:18:59.439981
83.1,None,None,None,None,2025-07-19 14:19:00.467459
82.99,None,None,None,None,2025-07-19 14:19:01.411854
80.86,None,None,None,None,2025-07-19 14:19:02.359377
80.97,None,None,None,None,2025-07-19 14:19:03.303449
82.99,None,None,None,None,2025-07-19 14:19:04.282224
81.08,None,None,None,None,2025-07-19 14:19:05.257629
82.99,None,None,None,None,2025-07-19 14:19:06.230891
80.97,None,None,None,None,2025-07-19 14:19:07.217606
82.99,None,None,None,None,2025-07-19 14:19:08.201497
80.97,None,None,None,None,2025-07-19 14:19:09.187347
83.1,None,None,None,None,2025-07-19 14:19:10.164953
83.22,None,None,None,None,2025-07-19 14:19:11.137051
83.1,None,None,None,None,2025-07-19 14:19:12.114008
83.1,-3,1,2,-1,2025-07-19 14:19:13.085739
82.99,None,None,None,None,2025-07-19 14:19:14.061273
81.08,-3,-2,-4,-3,2025-07-19 14:19:15.035730
83.1,-4,-2,-4,-2,2025-07-19 14:19:16.014121
83.1,None,None,None,None,2025-07-19 14:19:16.994454
83.1,-7,-1,-2,-3,2025-07-19 14:19:17.968436
83.1,None,None,None,None,2025-07-19 14:19:18.946785
83.33,None,None,None,None,2025-07-19 14:19:19.922119
83.1,1,-2,2,1,2025-07-19 14:19:20.899869
82.99,None,None,None,None,2025-07-19 14:19:21.873465
80.86,None,None,None,None,2025-07-19 14:19:22.847544
83.22,None,None,None,None,2025-07-19 14:19:23.783584
0,None,None,None,None,2025-07-19 14:19:24.765018
41.58,None,None,None,None,2025-07-19 14:19:25.742229
0,None,None,None,None,2025-07-19 14:19:26.681036
41.52,-9,1,-1,-3,2025-07-19 14:19:27.655529
0,4,-1,-1,-2,2025-07-19 14:19:28.635580
41.01,None,None,None,None,2025-07-19 14:19:29.614913
0,None,None,None,None,2025-07-19 14:19:30.552929
41.61,-12,0,0,0,2025-07-19 14:19:31.494905
0,None,None,None,None,2025-07-19 14:19:32.434608
40.96,None,None,None,None,2025-07-19 14:19:33.378626
