心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
0,None,None,None,None,2025-07-21 00:00:55.428832
0,-4,2,-4,0,2025-07-21 00:00:56.350812
0,-4,2,-4,0,2025-07-21 00:00:57.279893
76.43,-4,2,-4,0,2025-07-21 00:00:58.174472
80.86,-2,-1,-7,-1,2025-07-21 00:00:59.098084
80.86,None,None,None,None,2025-07-21 00:01:00.029847
80.97,None,None,None,None,2025-07-21 00:01:00.946928
81.08,None,None,None,None,2025-07-21 00:01:01.874703
82.99,None,None,None,None,2025-07-21 00:01:02.764628
80.86,None,None,None,None,2025-07-21 00:01:03.683209
80.86,None,None,None,None,2025-07-21 00:01:04.608381
80.86,None,None,None,None,2025-07-21 00:01:05.531992
80.97,None,None,None,None,2025-07-21 00:01:06.456295
80.97,None,None,None,None,2025-07-21 00:01:07.379830
80.75,None,None,None,None,2025-07-21 00:01:08.304512
80.97,None,None,None,None,2025-07-21 00:01:09.231684
80.97,None,None,None,None,2025-07-21 00:01:10.155083
80.75,None,None,None,None,2025-07-21 00:01:11.080289
80.97,-1,-2,-8,0,2025-07-21 00:01:12.009186
80.86,None,None,None,None,2025-07-21 00:01:12.930759
80.86,None,None,None,None,2025-07-21 00:01:13.853813
80.97,None,None,None,None,2025-07-21 00:01:14.784699
80.86,None,None,None,None,2025-07-21 00:01:15.708760
80.86,None,None,None,None,2025-07-21 00:01:16.634963
80.97,None,None,None,None,2025-07-21 00:01:17.568888
80.86,1,-2,-6,-1,2025-07-21 00:01:18.496604
80.97,1,-2,-6,-1,2025-07-21 00:01:19.424844
80.97,None,None,None,None,2025-07-21 00:01:20.355772
82.99,None,None,None,None,2025-07-21 00:01:21.254291
80.86,11,1,-2,2,2025-07-21 00:01:22.181422
80.97,11,1,-2,2,2025-07-21 00:01:23.111870
80.86,11,1,-2,2,2025-07-21 00:01:24.040219
81.08,11,1,-2,2,2025-07-21 00:01:24.954668
82.99,11,1,-2,2,2025-07-21 00:01:25.885465
80.97,None,None,None,None,2025-07-21 00:01:26.814875
80.75,None,None,None,None,2025-07-21 00:01:27.757218
80.97,None,None,None,None,2025-07-21 00:01:28.680987
80.86,-1,1,-3,1,2025-07-21 00:01:29.604434
80.97,3,-1,-1,-1,2025-07-21 00:01:30.528920
80.86,None,None,None,None,2025-07-21 00:01:31.456804
80.86,6,-2,2,0,2025-07-21 00:01:32.380086
80.97,None,None,None,None,2025-07-21 00:01:33.302806
80.86,None,None,None,None,2025-07-21 00:01:34.233202
80.86,None,None,None,None,2025-07-21 00:01:35.151436
80.97,11,-1,-7,-3,2025-07-21 00:01:36.074105
80.97,11,-1,-7,-3,2025-07-21 00:01:37.003698
83.1,11,-1,-7,-3,2025-07-21 00:01:37.933185
80.86,None,None,None,None,2025-07-21 00:01:38.866663
80.86,None,None,None,None,2025-07-21 00:01:39.792256
80.86,None,None,None,None,2025-07-21 00:01:40.716718
80.97,None,None,None,None,2025-07-21 00:01:41.640993
81.08,0,-2,-2,2,2025-07-21 00:01:42.564285
