心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
None,None,None,None,None,2025-07-12 00:15:55.967587
None,None,None,None,None,2025-07-12 00:15:56.859465
None,3,0,-5,0,2025-07-12 00:15:57.741740
None,None,None,None,None,2025-07-12 00:15:58.628190
None,None,None,None,None,2025-07-12 00:15:59.728198
None,None,None,None,None,2025-07-12 00:16:00.931645
None,None,None,None,None,2025-07-12 00:16:02.132613
None,2,-1,-1,-1,2025-07-12 00:16:03.337353
None,None,None,None,None,2025-07-12 00:16:04.541348
None,None,None,None,None,2025-07-12 00:16:05.744336
None,3,0,0,0,2025-07-12 00:16:06.946100
None,None,None,None,None,2025-07-12 00:16:08.149765
None,1,-1,1,-1,2025-07-12 00:16:09.353431
None,2,0,-1,-2,2025-07-12 00:16:10.558217
None,0,0,1,-1,2025-07-12 00:16:11.757081
