心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
0,None,None,None,None,2025-07-19 16:08:37.222226
0,None,None,None,None,2025-07-19 16:08:38.192586
0,1,0,-1,-2,2025-07-19 16:08:39.147244
76.53,9,0,-1,-1,2025-07-19 16:08:40.134077
83.22,None,None,None,None,2025-07-19 16:08:41.120154
83.1,None,None,None,None,2025-07-19 16:08:42.066566
83.22,6,1,-2,1,2025-07-19 16:08:43.015894
83.1,None,None,None,None,2025-07-19 16:08:43.966751
83.33,None,None,None,None,2025-07-19 16:08:44.916570
83.1,3,2,3,1,2025-07-19 16:08:45.874432
83.22,3,1,13,0,2025-07-19 16:08:46.823486
83.1,13,0,13,-1,2025-07-19 16:08:47.780685
83.1,None,None,None,None,2025-07-19 16:08:48.743359
81.08,None,None,None,None,2025-07-19 16:08:49.700209
80.75,None,None,None,None,2025-07-19 16:08:50.646745
80.97,-1,-3,-11,-1,2025-07-19 16:08:51.597259
80.86,None,None,None,None,2025-07-19 16:08:52.550391
80.86,None,None,None,None,2025-07-19 16:08:53.503057
81.08,1,1,-12,0,2025-07-19 16:08:54.451617
80.86,None,None,None,None,2025-07-19 16:08:55.399717
80.97,None,None,None,None,2025-07-19 16:08:56.347908
80.86,None,None,None,None,2025-07-19 16:08:57.290947
80.97,None,None,None,None,2025-07-19 16:08:58.284656
83.22,None,None,None,None,2025-07-19 16:08:59.238481
83.1,3,-1,4,-2,2025-07-19 16:09:00.184857
83.22,-4,-2,-1,-3,2025-07-19 16:09:01.131289
83.1,None,None,None,None,2025-07-19 16:09:02.084678
80.97,-18,-4,2,-3,2025-07-19 16:09:03.032955
83.22,-4,-2,3,-3,2025-07-19 16:09:04.014592
83.1,0,1,13,-2,2025-07-19 16:09:04.964248
83.22,2,-1,4,-3,2025-07-19 16:09:05.906702
83.22,None,None,None,None,2025-07-19 16:09:06.859076
83.1,-5,-2,-16,-1,2025-07-19 16:09:07.805494
80.97,-5,1,-5,2,2025-07-19 16:09:08.759780
80.86,None,None,None,None,2025-07-19 16:09:09.747165
80.86,3,0,-7,0,2025-07-19 16:09:10.719413
80.97,None,None,None,None,2025-07-19 16:09:11.673226
80.86,None,None,None,None,2025-07-19 16:09:12.801716
80.97,None,None,None,None,2025-07-19 16:09:13.770231
80.97,0,-2,13,-2,2025-07-19 16:09:14.719982
80.97,None,None,None,None,2025-07-19 16:09:15.672864
80.75,-16,1,3,-3,2025-07-19 16:09:16.661444
80.97,None,None,None,None,2025-07-19 16:09:17.612886
80.86,14,0,1,0,2025-07-19 16:09:18.629959
81.08,None,None,None,None,2025-07-19 16:09:19.662567
80.86,-2,1,-7,0,2025-07-19 16:09:20.615539
80.86,12,1,-10,-1,2025-07-19 16:09:21.564414
80.97,None,None,None,None,2025-07-19 16:09:22.517008
80.97,10,0,0,-2,2025-07-19 16:09:23.497277
80.86,10,0,2,-1,2025-07-19 16:09:24.486993
80.97,-3,-2,2,-3,2025-07-19 16:09:25.434103
80.75,0,1,-1,-2,2025-07-19 16:09:26.385065
81.08,1,-1,0,3,2025-07-19 16:09:27.367019
80.86,None,None,None,None,2025-07-19 16:09:28.320991
80.86,6,-2,-4,2,2025-07-19 16:09:29.303283
81.08,None,None,None,None,2025-07-19 16:09:30.255723
83.1,6,0,-14,1,2025-07-19 16:09:31.223468
83.22,None,None,None,None,2025-07-19 16:09:32.180066
83.1,None,None,None,None,2025-07-19 16:09:33.135333
83.22,2,0,-1,-2,2025-07-19 16:09:34.080587
83.1,2,1,-1,-2,2025-07-19 16:09:35.082623
80.86,None,None,None,None,2025-07-19 16:09:36.154198
80.97,None,None,None,None,2025-07-19 16:09:37.101632
80.97,5,-1,4,-2,2025-07-19 16:09:38.061723
83.1,None,None,None,None,2025-07-19 16:09:39.068573
83.22,None,None,None,None,2025-07-19 16:09:40.050287
83.22,None,None,None,None,2025-07-19 16:09:40.999832
0,4,1,-3,1,2025-07-19 16:09:41.949575
