心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
0,None,None,None,None,2025-07-21 10:35:53.365209
0,None,None,None,None,2025-07-21 10:35:54.222856
0,None,None,None,None,2025-07-21 10:35:55.117520
76.43,3,1,-3,1,2025-07-21 10:35:56.012294
80.86,None,None,None,None,2025-07-21 10:35:56.905089
80.86,None,None,None,None,2025-07-21 10:35:57.797985
80.97,None,None,None,None,2025-07-21 10:35:58.689057
80.86,None,None,None,None,2025-07-21 10:35:59.547601
80.86,None,None,None,None,2025-07-21 10:36:00.440203
80.86,None,None,None,None,2025-07-21 10:36:01.265746
80.86,None,None,None,None,2025-07-21 10:36:02.122893
80.86,3,0,-2,0,2025-07-21 10:36:02.982113
80.97,16,1,0,3,2025-07-21 10:36:03.865255
80.86,None,None,None,None,2025-07-21 10:36:04.732110
80.86,3,1,-1,1,2025-07-21 10:36:05.630355
80.97,-2,1,-2,1,2025-07-21 10:36:06.488428
83.1,-11,-3,-11,-1,2025-07-21 10:36:07.347817
80.86,None,None,None,None,2025-07-21 10:36:08.240736
80.86,-9,3,-10,-1,2025-07-21 10:36:09.066333
80.86,None,None,None,None,2025-07-21 10:36:09.958811
81.08,1,3,-4,2,2025-07-21 10:36:10.814929
82.99,2,4,-3,-2,2025-07-21 10:36:11.673058
81.08,None,None,None,None,2025-07-21 10:36:12.531604
82.99,3,-3,-9,-2,2025-07-21 10:36:13.391894
80.97,3,-1,5,-2,2025-07-21 10:36:14.285809
82.99,3,-1,5,-2,2025-07-21 10:36:15.144036
80.86,3,-1,5,-2,2025-07-21 10:36:16.003324
80.97,3,-1,5,-2,2025-07-21 10:36:16.896919
80.75,None,None,None,None,2025-07-21 10:36:17.755277
81.08,None,None,None,None,2025-07-21 10:36:18.612142
82.99,4,3,-1,1,2025-07-21 10:36:19.472254
81.08,12,-2,-4,0,2025-07-21 10:36:20.365079
82.99,None,None,None,None,2025-07-21 10:36:21.227116
80.86,None,None,None,None,2025-07-21 10:36:22.122925
80.86,3,-2,5,-2,2025-07-21 10:36:22.976673
80.97,None,None,None,None,2025-07-21 10:36:23.875004
80.86,0,-4,1,2,2025-07-21 10:36:24.736082
80.86,None,None,None,None,2025-07-21 10:36:25.630625
80.86,None,None,None,None,2025-07-21 10:36:26.486839
80.86,None,None,None,None,2025-07-21 10:36:27.344249
80.97,None,None,None,None,2025-07-21 10:36:28.238147
80.86,-1,-3,0,-1,2025-07-21 10:36:29.129706
83.1,None,None,None,None,2025-07-21 10:36:29.987031
80.86,None,None,None,None,2025-07-21 10:36:30.848449
80.97,-2,-1,-4,-1,2025-07-21 10:36:31.708543
80.75,None,None,None,None,2025-07-21 10:36:32.602201
80.97,4,1,-5,2,2025-07-21 10:36:33.459577
80.86,1,-1,-1,0,2025-07-21 10:36:34.350467
80.86,None,None,None,None,2025-07-21 10:36:35.207796
80.97,0,1,3,-2,2025-07-21 10:36:36.101113
80.75,0,1,3,-2,2025-07-21 10:36:36.960046
80.97,0,1,3,-2,2025-07-21 10:36:37.820872
80.75,0,1,3,-2,2025-07-21 10:36:38.679366
80.97,None,None,None,None,2025-07-21 10:36:39.540082
81.08,None,None,None,None,2025-07-21 10:36:40.395348
82.99,None,None,None,None,2025-07-21 10:36:41.286457
80.86,None,None,None,None,2025-07-21 10:36:42.144815
83.33,None,None,None,None,2025-07-21 10:36:43.003173
82.99,None,None,None,None,2025-07-21 10:36:43.860361
80.86,None,None,None,None,2025-07-21 10:36:44.754822
82.99,None,None,None,None,2025-07-21 10:36:45.611566
81.08,None,None,None,None,2025-07-21 10:36:46.468353
83.1,None,None,None,None,2025-07-21 10:36:47.328304
83.1,None,None,None,None,2025-07-21 10:36:48.188655
80.86,None,None,None,None,2025-07-21 10:36:49.045385
80.86,None,None,None,None,2025-07-21 10:36:49.906588
80.86,None,None,None,None,2025-07-21 10:36:50.757164
80.97,1,-2,-12,-2,2025-07-21 10:36:51.663172
80.75,None,None,None,None,2025-07-21 10:36:52.550648
80.97,None,None,None,None,2025-07-21 10:36:53.450528
80.86,None,None,None,None,2025-07-21 10:36:54.330528
