心拍数,左目のx座標,左目のy座標,右目のx座標,右目のy座標,nitizi
None,None,None,None,None,2025-07-06 13:46:12.164245
None,None,None,None,None,2025-07-06 13:46:13.897773
None,-1,0,3,-1,2025-07-06 13:46:15.637559
None,-2,1,-1,0,2025-07-06 13:46:17.370811
None,1,0,-2,-1,2025-07-06 13:46:19.114204
None,1,0,1,0,2025-07-06 13:46:21.147400
None,0,1,1,0,2025-07-06 13:46:23.177764
None,2,1,3,0,2025-07-06 13:46:25.218612
None,5,-2,2,0,2025-07-06 13:46:27.263710
None,6,-1,2,0,2025-07-06 13:46:29.294305
None,6,-1,2,0,2025-07-06 13:46:31.327544
None,6,-1,2,0,2025-07-06 13:46:33.359334
None,6,-1,2,0,2025-07-06 13:46:35.390891
None,6,-1,2,0,2025-07-06 13:46:37.426538
None,6,-1,2,0,2025-07-06 13:46:39.161797
None,6,-1,2,0,2025-07-06 13:46:40.894244
None,6,-1,2,0,2025-07-06 13:46:42.626992
None,6,-1,2,0,2025-07-06 13:46:44.709958
None,6,-1,2,0,2025-07-06 13:46:46.741971
None,6,-1,2,0,2025-07-06 13:46:48.775017
None,6,-1,2,0,2025-07-06 13:46:50.814346
None,6,-1,2,0,2025-07-06 13:46:52.848740
None,6,-1,2,0,2025-07-06 13:46:54.894326
None,6,-1,2,0,2025-07-06 13:46:56.933132
None,6,-1,2,0,2025-07-06 13:46:58.961521
None,6,-1,2,0,2025-07-06 13:47:01.004858
None,6,-1,2,0,2025-07-06 13:47:03.037874
